obs_id,b001,b002,b003,b004,b005,b006,b007,b008,b009,b010,b011,b012,b013,b014,b015,b016,b017,b018,b019,b020,b021,b022,b023,b024,b025,b026,b027,b028,b029,b030,b031,b032,b033,b034,b035,b036,b037,b038,b039,b040,b041,b042,b043,b044,b045,b046,b047,b048,b049,b050,b051,b052,b053,b054,b055,b056,b057,b058,b059,b060,b061,b062,b063,b064,leaf_n,water_status
HS0011,0.306264291071,0.317011401027,0.319141058114,0.340046200812,0.353732279234,0.340357050574,0.360986244821,0.368729672857,0.370359001277,0.367377845444,0.390006845167,0.375674570684,0.368421719371,0.379202061529,0.377960394809,0.384171877951,0.380053063383,0.380817451923,0.385525201093,0.358004462703,0.377022017778,0.361369849108,0.363754898915,0.341399452526,0.344267271665,0.323096711389,0.32847965284,0.309401799017,0.292573029711,0.291125827465,0.281921497849,0.273835279036,0.238190558345,0.238174140862,0.224940181104,0.228916972396,0.228755344759,0.234227110425,0.223498556216,0.220335629039,0.237681932784,0.235934928525,0.251160157005,0.237840822129,0.27054198215,0.270229365038,0.272534426362,0.282788624816,0.297893827212,0.309596542541,0.31431117254,0.329229306643,0.340954041751,0.343651213618,0.345656992822,0.357445243805,0.372029767027,0.361229289793,0.38376111483,0.383325298078,0.377146476434,0.379883809403,0.383922998342,0.37935701819,2.90690557216,-0.343113397619
HS0012,0.305923149538,0.327569130199,0.330387595971,0.327984063247,0.339032877514,0.350339311377,0.353932993065,0.36702098714,0.372475874992,0.37227470817,0.397290727572,0.390279121004,0.377011850146,0.385063809896,0.370159227291,0.372534995902,0.366708293574,0.37990497249,0.356936791064,0.346754617022,0.336837787107,0.325871175746,0.321681447773,0.317408152855,0.289832624336,0.292781842096,0.284691267777,0.265762041471,0.258757375605,0.238201083961,0.24253919369,0.238386350425,0.227043382385,0.220900197316,0.232947256459,0.216405070212,0.206125265263,0.219406272227,0.212266186272,0.237860396751,0.25298479515,0.254966756918,0.245257560561,0.273255587373,0.280460858052,0.292983690397,0.325731639805,0.326221425766,0.343111758136,0.352041432566,0.360519411572,0.370249418941,0.376123359549,0.384196399331,0.377280360449,0.384938284568,0.389327225076,0.362899451509,0.38272536224,0.374881779699,0.392669348689,0.383176938008,0.394495481204,0.383454234905,2.49288861099,-1.81476071454
HS0013,0.305907584306,0.323592034386,0.329160421373,0.330634253791,0.332536526651,0.356954638005,0.353402783074,0.369833506331,0.392005752931,0.371407706563,0.363124109563,0.373115282543,0.387580776448,0.380686857982,0.384758903053,0.361178465591,0.379505451183,0.369102373415,0.372122004031,0.369220056564,0.339836410527,0.340855127881,0.333188284676,0.313595831353,0.31392744486,0.305964305677,0.314793301598,0.276868599342,0.26793821224,0.274755797607,0.246310217202,0.245031646772,0.235696339095,0.237849786446,0.232026088186,0.226276121751,0.224931902907,0.219674483087,0.224921430633,0.240258737856,0.231548040405,0.241384200532,0.260687458334,0.251033136751,0.259071130095,0.296771885913,0.299901277508,0.316063111311,0.324490787067,0.327034274438,0.340869754943,0.34461446757,0.364090603384,0.359860262828,0.362441548115,0.368774491415,0.368446036793,0.373179144426,0.386804459338,0.392357458488,0.383431351866,0.398276962833,0.3700999995,0.382485983177,2.52213585246,-1.01921402959
HS0014,0.297258486701,0.319735493446,0.324167345588,0.342206840793,0.350605812935,0.35580723606,0.365777579408,0.368460682583,0.368051699038,0.381485173335,0.391801225606,0.377388419095,0.379896573933,0.383352889934,0.379159873288,0.374699443291,0.365144313032,0.349876544651,0.334420674243,0.341047171036,0.314052659451,0.290076425542,0.274136444532,0.271340595992,0.274219212501,0.268635523855,0.268358109785,0.22719732834,0.227985641287,0.235400406333,0.220141039781,0.231253558284,0.218718469831,0.223925293942,0.204805751673,0.222983251827,0.207081983046,0.2128596209,0.216395273334,0.221240097183,0.219784789731,0.238336930232,0.249350722122,0.280220149725,0.281176342078,0.29860802867,0.308945544762,0.314534879816,0.339448114145,0.326285132007,0.350858920034,0.333307430982,0.337705681766,0.380016780676,0.373189951404,0.380018075604,0.378142975514,0.372579022429,0.389608467785,0.374614988109,0.371801820408,0.377985831251,0.367024711542,0.386465657482,2.17305063106,-1.44367360397
HS0015,0.30586932748,0.31845036022,0.324904884048,0.342794524119,0.352097544273,0.360958954703,0.36003921852,0.358184069265,0.373050351864,0.373261590476,0.381376182409,0.384302754192,0.386508154892,0.370831271333,0.382174617662,0.367963093626,0.352054613428,0.368571721578,0.35055446525,0.339012067945,0.330085110913,0.315658234624,0.30335420377,0.297502365877,0.297220234701,0.291609524829,0.252497472603,0.252431845727,0.262045502141,0.238227649489,0.232112302015,0.23286617173,0.218311911131,0.225149916636,0.211796331104,0.217315205656,0.210825983082,0.222756608878,0.224100219891,0.2215327681,0.232766020377,0.236485023743,0.237439103254,0.251116589301,0.257515061184,0.247756598789,0.274695350938,0.289149463833,0.314650498056,0.315103922364,0.332493370525,0.339562534191,0.343743423075,0.352151439628,0.357121313161,0.360097097228,0.364814939637,0.365936266072,0.378853048276,0.368305248628,0.379136047656,0.383629488822,0.394795180535,0.381932997415,2.38976544812,-0.411170076152
HS0016,0.310592456747,0.306941293622,0.345189689222,0.360526150001,0.339083851347,0.352469744774,0.351756126899,0.378396381859,0.366270408491,0.369017793922,0.393063539828,0.382388217436,0.385293640497,0.380501621248,0.382055383875,0.378877668484,0.373959658499,0.361169637765,0.35389363254,0.342522112579,0.340491537296,0.32247405305,0.334947972608,0.298531454659,0.297566818677,0.282186076578,0.29840728132,0.278682963931,0.263834188385,0.245996599391,0.255265405224,0.247664060715,0.229452324378,0.222927560883,0.231611170998,0.207783220671,0.226233384558,0.214354382088,0.218133639584,0.206285642741,0.222907543106,0.239369652119,0.234974353199,0.253218164459,0.255652363354,0.252798762226,0.261552549888,0.277211735362,0.286507015697,0.295720799665,0.302362463354,0.320086450818,0.339628808315,0.339594296031,0.337574168341,0.349858698352,0.354639747238,0.362250176933,0.376488233215,0.368091318256,0.372458007332,0.395869486639,0.372119014748,0.377983043962,2.43638957155,-0.105732302996
HS0017,0.303806299322,0.320786863121,0.324659720328,0.326531558916,0.343744904913,0.352520392537,0.364002464258,0.378312182506,0.362957587539,0.37317632199,0.371069335844,0.381338752265,0.363143821388,0.381288120022,0.374486712038,0.370235464041,0.360467406608,0.326399848107,0.321110295492,0.308641084095,0.292055989726,0.285207284938,0.256250898133,0.257009570816,0.228232956456,0.225940129243,0.217979209015,0.208301297945,0.21758970458,0.198751486317,0.204948515525,0.208539813174,0.19620995843,0.196577369185,0.214449474791,0.206701525,0.222912573931,0.215346912146,0.215955468708,0.20675560656,0.225908207358,0.242590595682,0.240238164084,0.240432710812,0.245412039477,0.246954692094,0.258434129229,0.255553649132,0.266842914452,0.275075443002,0.286760400149,0.28906574599,0.318583677665,0.321600667183,0.344754075719,0.357995434655,0.364288687803,0.343203232694,0.3593322515,0.375492849444,0.384653348624,0.3943710687,0.370356142277,0.367915075485,1.93694047078,0.44032080438
HS0018,0.30097913712,0.321377900324,0.340497708755,0.333096362875,0.343826101295,0.357906077171,0.373896110343,0.368811224009,0.376237463681,0.390288306373,0.387355061015,0.382977495228,0.397315612709,0.380550301653,0.368951251831,0.38235042921,0.378579212553,0.396994758569,0.385135463955,0.370522692216,0.360943135984,0.368270349401,0.360401265153,0.36732626783,0.332872860593,0.340292457679,0.343190190859,0.330041663672,0.309806657196,0.281119942998,0.285547606402,0.274212817044,0.250016942631,0.230014768811,0.227115373561,0.224477829378,0.222277231937,0.228460235136,0.229072175408,0.224398287855,0.22861133927,0.262392836552,0.251498901399,0.28966072644,0.27970638383,0.320637571488,0.332292931308,0.324618410699,0.359222402977,0.353935665722,0.36778399067,0.379822732238,0.388620877425,0.392910519093,0.379996700195,0.382999705356,0.379736951469,0.384055667922,0.390983390687,0.377352475312,0.385215466911,0.394626110174,0.367955041327,0.388306770157,3.02479860654,-2.29823128928
HS0019,0.320232621085,0.310562847776,0.321935074417,0.345710978013,0.341006428111,0.360625116996,0.363663233208,0.368288106874,0.376047271338,0.372892887682,0.371061628196,0.376222705041,0.381958890618,0.383482353962,0.387760915743,0.381996637056,0.363691229555,0.371223761973,0.371348462557,0.352316741314,0.342791680111,0.352382346245,0.323406572953,0.324725349457,0.31327065131,0.314217010553,0.30019199071,0.282655248714,0.277999274778,0.260884511227,0.262398955358,0.252154276783,0.243081949848,0.236568080601,0.23108707541,0.231803293793,0.239918320148,0.226851206132,0.215014498766,0.20291465054,0.212334157843,0.227077716815,0.246784083872,0.244186249531,0.254791273136,0.277189745798,0.272214590786,0.286318963801,0.283552070021,0.292143755287,0.317185078148,0.331845601061,0.327326197466,0.328749981633,0.338246374563,0.354995347591,0.352215694486,0.393056509204,0.363382401793,0.384787520473,0.380440863089,0.363357166255,0.383084249714,0.382679124708,2.52610702999,-0.124164709958
HS0020,0.319755710935,0.312038209104,0.330433649744,0.332675761933,0.351046328832,0.3414812902,0.350074501866,0.37722250725,0.377594317944,0.365475881235,0.387908639191,0.372196086175,0.389937190632,0.380472868751,0.367094251296,0.388675134525,0.384955245778,0.367982074363,0.355612196351,0.362442131278,0.38337779584,0.3557195004,0.340073449618,0.32486993478,0.333901383803,0.313901871121,0.286413333077,0.289210452887,0.281095956329,0.271795957142,0.259334200977,0.246223658244,0.239891932647,0.213960986528,0.241384920597,0.221933633466,0.215716194337,0.232437452415,0.224601832045,0.2202877337,0.232326288207,0.240335260737,0.247109366338,0.236096760545,0.253328031327,0.269586480492,0.276233863467,0.285085669101,0.292813375295,0.316611408172,0.300687089447,0.347918550824,0.346321576434,0.33137058779,0.354569210187,0.36369316637,0.345241184404,0.362430196822,0.378867389136,0.377246489436,0.369748533273,0.396780068652,0.390082468764,0.371322117563,2.68333205362,-0.327842365681
HS0021,0.311007460972,0.327080159544,0.354748571448,0.339601897116,0.34639589854,0.363813397592,0.355531856415,0.369294713822,0.372589809659,0.367723846932,0.383018217211,0.365782878267,0.374798509357,0.369922649558,0.38410921674,0.371847042369,0.350448361985,0.36592026695,0.3375361992,0.341728836696,0.338537744704,0.316352875257,0.32625739817,0.295584851542,0.309876776933,0.290266583219,0.252886287818,0.264708928976,0.272270333115,0.243232607451,0.23973343401,0.231288580295,0.229950515033,0.221449698086,0.217822693168,0.210069563935,0.227081403948,0.214716160016,0.21941675502,0.213958849332,0.224572418701,0.236802070868,0.230305772082,0.248613549846,0.253717829361,0.256400684886,0.265503949798,0.278457646158,0.2846660873,0.312149608964,0.311861542998,0.315374383794,0.330214559021,0.33484260849,0.355604341421,0.347420645422,0.355569582441,0.375285847823,0.372147068359,0.380377184405,0.37829260742,0.379441220916,0.380477327349,0.384332489081,2.49086196843,-0.0922024877313
HS0022,0.31123449437,0.316389714385,0.324801238432,0.342127343665,0.345645802293,0.346333190519,0.369709510782,0.37452721821,0.374379958746,0.364517615642,0.379753254854,0.383365902025,0.374075078442,0.393596213273,0.370794345645,0.395665505924,0.35586820086,0.360140263951,0.360064626213,0.352890557073,0.33699127964,0.31580262167,0.324691585138,0.314388980993,0.300587352395,0.283606279773,0.273361947381,0.267185197288,0.258357316731,0.255598200655,0.242486414973,0.242902825243,0.226745679808,0.218453053359,0.226582410352,0.225769783496,0.211794407808,0.219596959016,0.218062587205,0.215704285085,0.230917700724,0.241951716605,0.232557457903,0.228683563372,0.258092337948,0.248467093035,0.268275399567,0.289326128313,0.278832879106,0.297774690532,0.315408113319,0.325288571064,0.325457537348,0.33622469056,0.345069392549,0.363852556668,0.3607445525,0.366107763278,0.369457019079,0.370542369144,0.396210670746,0.377744898847,0.384807239185,0.378725825997,2.53813256459,-0.104757142223
HS0023,0.308233417533,0.301476754209,0.323085578848,0.35051262196,0.32655491075,0.353754608015,0.349126290929,0.364458516728,0.367042490108,0.390259907223,0.376502194475,0.384331000542,0.377396484044,0.402415527522,0.389584212028,0.393267884814,0.376435123334,0.359029207553,0.369409003264,0.361901693683,0.351965484831,0.355398858909,0.347591895888,0.326773783401,0.3287131914,0.321746140898,0.313973978661,0.28893831198,0.28722623058,0.262437385131,0.277005912801,0.259308599828,0.236950063453,0.242832999771,0.225430117574,0.236900743711,0.214950765362,0.204510903417,0.218466810008,0.21026422981,0.234910983869,0.232301334558,0.238419053225,0.255922545812,0.267614026393,0.280086213333,0.286492709657,0.292994111659,0.310353736403,0.324245357419,0.361112349988,0.345430226454,0.356735105912,0.347768377789,0.353259569751,0.367730786767,0.371995007301,0.375156799493,0.362812907469,0.382717729948,0.369419502785,0.380442347942,0.386405992961,0.374914975859,2.81007426778,-0.914525671546
HS0024,0.306838704173,0.32169282861,0.324267284193,0.329322802717,0.358012827244,0.350180004726,0.360823346429,0.378328785757,0.380590453301,0.393949955001,0.392692318964,0.361849746047,0.379420608677,0.387692725836,0.372939800597,0.369190902497,0.383626400849,0.366479721473,0.377016471794,0.360000224224,0.351695713424,0.328209781766,0.323556519838,0.336905694631,0.325880486658,0.322814319206,0.307015784436,0.307530055736,0.286249748683,0.268047748453,0.262505386139,0.251359354194,0.252865827606,0.242969002007,0.223434871834,0.218286254021,0.217147884432,0.218376505288,0.236402858428,0.222456029857,0.220585139889,0.231643945377,0.250375926599,0.239124038573,0.223661511443,0.247541308155,0.247525148155,0.2477825992,0.271049591202,0.279703980268,0.28480752542,0.291112102589,0.308266980042,0.300786978774,0.328466023248,0.340953609095,0.350370008525,0.369124736348,0.356628342248,0.366987610533,0.37948634568,0.370754858122,0.380756535919,0.368177879311,2.59276302281,0.72154326634
HS0025,0.309412205141,0.314478791873,0.32559473707,0.337919825916,0.353942924631,0.360196948815,0.359337255243,0.369248004595,0.355045903404,0.392129594276,0.379510865157,0.380407938914,0.380597226251,0.380487523441,0.357557602448,0.361879913329,0.365335577994,0.342734562692,0.334300818275,0.334691640612,0.318417980424,0.296087208931,0.281805941342,0.273117435834,0.268915156034,0.250747844929,0.23405425599,0.231140236064,0.231356706198,0.221866172871,0.219568478948,0.207396557933,0.209018333338,0.228336148015,0.22215952181,0.215481341985,0.205943205588,0.214949713474,0.233202827077,0.230026382214,0.233171961451,0.227168761093,0.238534484927,0.232848621952,0.256842124232,0.23480468111,0.247683600346,0.253962866873,0.266237450358,0.266347400529,0.287933370385,0.294853621318,0.309441091408,0.313254712773,0.335247396241,0.340235588991,0.345255956498,0.344104105214,0.362318357899,0.372535521112,0.381863959028,0.376620997858,0.384181741548,0.386799013861,2.13548468564,0.803251694206
HS0026,0.302789458526,0.328825981925,0.321047057412,0.3468886613,0.356087763131,0.351443763981,0.373966743671,0.366047244503,0.376464903741,0.374678149185,0.367813736003,0.360578192758,0.374601971097,0.362121788011,0.363065035832,0.350816012466,0.354827150813,0.327129337557,0.316492851246,0.290220082143,0.264559313047,0.237041659298,0.241236235982,0.225953607547,0.20897849649,0.198831199507,0.194170043263,0.192352468917,0.181642139622,0.18462112494,0.174205787842,0.191410968757,0.180227983087,0.181970632693,0.178370852882,0.208342476685,0.181208366716,0.198623837979,0.206961061382,0.213308617512,0.229592945866,0.214826242886,0.231559721548,0.231482082373,0.248732290389,0.237503559812,0.25651209326,0.27959777185,0.27428446454,0.298125658433,0.302631836665,0.307484993317,0.321414439626,0.341113735261,0.332653762552,0.334419111044,0.356439551131,0.364101526313,0.372696690978,0.36116918412,0.373678207881,0.383393087918,0.380926251913,0.365204479924,1.74959400882,0.422271784127
HS0027,0.306770759558,0.315835155475,0.335889316784,0.334160853868,0.341039700424,0.35760908354,0.357961486146,0.360852584636,0.370194275448,0.365134283648,0.373118221301,0.393031823401,0.382537593735,0.391906947801,0.377181474033,0.368872324054,0.378006045357,0.3646356156,0.362844756891,0.351846394495,0.333196807716,0.338798434488,0.34456440286,0.324427753755,0.31161455615,0.299539150213,0.311117906463,0.280521155396,0.267065556974,0.280585409668,0.24921993138,0.243084027316,0.223874818162,0.236354124191,0.22057099207,0.238307791937,0.22948821432,0.216504767609,0.211814790264,0.231250863044,0.22745523293,0.228779552234,0.237593527167,0.262281683782,0.245417360307,0.239055951967,0.263465537215,0.264747769995,0.270551539138,0.276285453442,0.280276485684,0.298715712101,0.317772723917,0.318629010421,0.34579224053,0.350241994474,0.353635344691,0.358923110453,0.366506908028,0.370582559267,0.368484230877,0.378079151662,0.370348850974,0.383174132075,2.5686392091,0.682985821674
HS0028,0.307246854676,0.324372326243,0.345016550835,0.331419398138,0.352256378412,0.350267900488,0.356474419919,0.383322810778,0.386688941622,0.376240276722,0.374320221848,0.374320061288,0.379734088342,0.365141599275,0.387462300553,0.371291040402,0.372344214856,0.376863606292,0.368829000373,0.349541742964,0.354933980827,0.352010086249,0.339130562082,0.324744539205,0.322765087566,0.316335493075,0.316451230298,0.303933045819,0.285741610656,0.285519403792,0.250568891055,0.246350515091,0.254629268198,0.238628713744,0.231852282885,0.233530679272,0.23110666907,0.206225636127,0.208962245895,0.216480051659,0.233123188764,0.234454077014,0.236567832685,0.24162909792,0.257379187703,0.268447521103,0.267436864975,0.29048638322,0.30488057469,0.294429712104,0.304627820281,0.308685627682,0.325135954322,0.330301526194,0.343059414132,0.353333658271,0.367337504798,0.371421561426,0.372125252681,0.36894744527,0.375070462292,0.379238358467,0.369364967476,0.372431629808,2.58599971745,-0.0162882333156
HS0029,0.301832585713,0.321490218904,0.341254173686,0.35463891064,0.355058048261,0.371005644292,0.36091865535,0.370353332941,0.357409137069,0.37631708205,0.379540858881,0.372309359919,0.367795435722,0.364724359911,0.343592004127,0.377174789394,0.349247313858,0.336776592039,0.3189706141,0.317016209325,0.303105399432,0.272442928641,0.244621719269,0.244256360904,0.228570171881,0.209987265128,0.216559406181,0.196297578687,0.205672479268,0.1947519018,0.188946914889,0.196417380252,0.197799365942,0.204445860755,0.201534499344,0.212951339771,0.205235293967,0.20741000533,0.214522517962,0.223173063615,0.22977922053,0.220424748922,0.225238779893,0.239933832818,0.230502010179,0.240907061127,0.240061423826,0.257206643306,0.266349542858,0.26166152136,0.29242901083,0.298908170491,0.31405141319,0.323850681236,0.334721904482,0.350075619067,0.341563075597,0.355750629577,0.366736949879,0.362012309041,0.373685881303,0.384234144509,0.385437426353,0.384666669846,1.87008512823,0.885830751538
