obs_id,partition,x,true_mean,true_sigma,y
CH00068,train,-0.439999277178,1.15068652577,0.44799967473,0.707470397686
CH00069,train,-0.197508174019,1.60779556801,0.338878678308,1.85372391465
CH00070,train,-0.354186109229,1.30772565671,0.409383749153,1.20396867282
CH00071,train,1.17592752355,3.82226359021,0.779167385596,4.42392822927
CH00072,train,-1.40658847878,0.0484268679237,0.882964815453,-0.017739059989
CH00073,train,0.706034734152,3.28851863892,0.567715630368,4.0908211252
CH00074,train,-0.208725951777,1.58586558335,0.3439266783,2.21338687402
CH00075,train,-2.21784135006,0.191978120354,1.24802860753,-0.788340747741
CH00076,train,-0.13618091472,1.72856147931,0.311281411624,2.18082578416
CH00077,train,1.35594558251,3.9307992575,0.860175512132,4.14436608136
CH00078,train,-0.94294886819,0.398847758769,0.674326990686,-0.225586110452
CH00079,train,-0.250581612011,1.50456766252,0.362761725405,2.1062348607
CH00080,train,0.0118804075332,2.02376020107,0.25534618339,2.03235455495
CH00081,train,-1.54795035099,0.012339738462,0.946577657947,0.658742782345
CH00082,train,-2.00671500997,0.0872978892846,1.15302175449,0.782669655394
CH00083,train,-2.44358920856,0.324553681156,1.34961514385,-0.202236046234
CH00084,train,-2.30437180538,0.241547602139,1.28696731242,-1.66543011058
CH00085,train,-1.60428680732,0.00659646396339,0.971929063292,0.881583637567
CH00086,train,-2.1779240529,0.170117043936,1.23006582381,-0.983030990341
CH00087,train,-1.50456612472,0.0200577303866,0.927054756123,-1.11901578932
CH00088,train,1.75208226008,3.9868296037,1.03843701703,3.99327479009
CH00089,train,2.47053749886,3.65932756715,1.36174187449,0.780136513735
CH00090,train,-0.935813483485,0.407019758027,0.671116067568,1.35976396661
CH00091,train,-2.05864941041,0.110211213132,1.17639223469,-0.493532707922
CH00092,train,0.233147519913,2.46167573977,0.354916383961,2.20173973303
CH00093,train,-0.493199525028,1.05663535688,0.471939786263,0.524504266661
CH00094,train,0.685879385839,3.2582205189,0.558645723628,4.29308153766
CH00095,train,-0.0764186953597,1.8473259383,0.284388412912,1.93525656129
CH00096,train,-0.646317241194,0.802793049844,0.540842758537,1.12034650884
CH00097,train,-0.761254167686,0.631298947011,0.592564375459,0.780302607096
CH00098,train,0.636088688705,3.18110815323,0.536239909917,2.9076636898
CH00099,train,-0.912489126062,0.434294196446,0.660620106728,-0.166022374069
CH00100,train,1.16099981059,3.81080954902,0.772449914766,3.78396698333
CH00101,train,-1.66475195008,0.00561887466209,0.999138377538,0.0105624108804
CH00102,train,1.5536154843,3.98845420826,0.949126967937,3.04217117202
CH00103,train,1.66446290474,3.99438884722,0.999008307132,3.60256653612
CH00104,train,1.56170969387,3.98950383977,0.952769362244,1.56115772934
CH00105,train,-1.8816801459,0.0421247895451,1.09675606566,1.4735638648
CH00106,train,2.49858861434,3.64264110708,1.37436487645,3.54527515317
CH00107,train,-0.499316646913,1.04599938835,0.474692491111,1.25799611545
CH00108,train,0.947808597835,3.60667164372,0.676513869026,3.2346346181
CH00109,train,0.0106713104918,2.02134217602,0.254802089721,1.86746570803
CH00110,train,0.104432087498,2.2084475163,0.296994439374,1.93801388321
CH00111,train,0.289661940868,2.57048751979,0.380347873391,2.83893500956
CH00112,train,0.0760435519002,2.15192616759,0.284219598355,1.44530787906
CH00113,train,1.29603904501,3.90073017254,0.833217570253,4.42659908028
CH00114,train,0.661089169871,3.22022377742,0.547490126442,2.34082805251
CH00115,train,-2.44181910571,0.323492943841,1.34881859757,-2.21956639428
CH00116,train,2.4283995808,3.68455350518,1.34277981136,1.45085389492
CH00117,train,-2.04136959503,0.102346905534,1.16861631776,-0.716585900045
CH00118,train,-2.45899545114,0.333776738458,1.35654795301,1.0871021521
CH00119,train,1.29216499467,3.89857889916,0.831474247602,5.77025807269
CH00120,train,0.514386924037,2.98003969611,0.481474115817,3.3365353611
CH00121,train,1.52483929573,3.98391148114,0.93617768308,3.78540877293
CH00122,train,-0.998199166466,0.338331275076,0.69918962491,0.555711545045
CH00123,train,-1.44832363463,0.0344593970339,0.901745635583,-1.21965446676
CH00124,train,-2.08585246085,0.123046605366,1.18863360738,1.04382561032
CH00125,train,1.37116229115,3.93748564486,0.867023031017,3.05857678089
CH00126,train,0.481500890604,2.92291898546,0.466675400772,2.37052047902
CH00127,train,1.3921658757,3.94608673292,0.876474644064,5.36016257329
CH00128,train,-0.619349091695,0.845518387524,0.528707091263,1.06501298466
CH00129,train,-1.01324454615,0.322707912069,0.705960045767,-0.275513075605
CH00130,train,-2.02102795146,0.0933929432566,1.15946257816,0.142928739933
CH00131,train,0.683537033633,3.25466456261,0.557591665135,3.37748674062
CH00132,train,-1.59213913684,0.00743366272173,0.966462611578,0.350071297061
CH00133,train,0.33647573997,2.6591354155,0.401414082986,2.62113719833
CH00134,train,-1.68869742888,0.00666227337163,1.009913843,-0.14033514544
CH00135,train,0.856418603577,3.49667372708,0.63538837161,3.1663514238
CH00136,train,0.4559818127,2.87785313215,0.455191815715,2.21922352765
CH00137,train,1.10252173478,3.76232449638,0.746134780651,3.56894664197
CH00138,train,0.286000472689,2.56349393786,0.37870021271,2.3086066503
CH00139,train,-0.912888635659,0.43381982502,0.660799886046,1.08837657967
CH00140,train,1.84747177206,3.96742905087,1.08136229743,2.7918871005
CH00141,train,-1.80347023842,0.0222512422021,1.06156160729,0.893496429893
CH00142,train,-0.790644705698,0.590364697249,0.605790117564,0.460770257141
CH00143,train,1.76578097037,3.98473245603,1.04460143667,5.6396643279
CH00144,train,-1.22350244433,0.143743449197,0.800576099949,-0.865635707118
CH00145,train,-2.20585070268,0.185332897252,1.24263281621,0.337294175146
CH00146,train,0.282917030089,2.55759802425,0.37731266354,3.2949369911
CH00147,train,-1.9119697381,0.0516438437757,1.11038638214,1.08083723878
CH00148,train,2.049931718,3.89378527732,1.1724692731,3.96484633935
CH00149,train,-0.590066953592,0.892912089671,0.515530129117,0.936471191276
CH00150,train,2.0144472315,3.90943089218,1.15650125417,1.17199805205
CH00151,train,0.9895055926,3.65247312996,0.69527751667,3.17952333975
CH00152,train,1.94667250781,3.93629073323,1.12600262851,3.76796768421
CH00153,train,2.23220125632,3.79998222713,1.25449056534,3.41620931338
CH00154,train,-0.682471045756,0.746956111925,0.55711197059,0.682382871935
CH00155,train,-1.17705492151,0.176886633881,0.779674714679,-0.154681883118
CH00156,train,1.4736374518,3.97264454215,0.913136853311,4.40603688434
CH00157,train,2.38474032142,3.7107366095,1.32313314464,4.28667331318
CH00158,train,-1.33182648505,0.0805864445071,0.849321918273,0.595822105023
CH00159,train,-0.583851228068,0.903103089693,0.512733052631,1.54142780038
CH00160,train,1.62214150636,3.99424062951,0.979963677863,4.19468467412
CH00161,train,-0.159556788964,1.68237061498,0.321800555034,1.8281712672
CH00162,train,-0.699418616718,0.721367322031,0.564738377523,0.962651041047
CH00163,train,-2.42945909768,0.316082028203,1.34325659396,1.11926308666
CH00164,train,-1.35919150173,0.0677422711115,0.86163617578,0.688465584328
CH00165,train,-2.49994473272,0.358162395654,1.37497512973,0.0818947563077
CH00166,train,1.20071352828,3.84045077418,0.790321087727,5.0957574017
CH00167,train,1.04347967243,3.7075670629,0.719565852595,3.79789696722
CH00168,train,-0.177858970225,1.64633674412,0.330036536601,1.69952999384
CH00169,train,-1.26405299205,0.117787892516,0.818823846425,0.9615714678
CH00170,train,0.478756919371,2.91810363344,0.465440613717,3.24501619517
CH00171,train,1.03314004732,3.69738298032,0.714913021293,3.85660786205
CH00172,train,-1.86592453059,0.0375630623408,1.08966603877,-0.225171297789
CH00173,train,0.633026692629,3.17626347807,0.534862011683,3.63115055264
CH00174,train,-0.070161378487,1.85980365625,0.281572620319,1.57864306899
CH00175,train,1.37436400841,3.93884374353,0.868463803787,3.7497039547
CH00176,train,-0.983689242127,0.353747565377,0.692660158957,0.297524149224
CH00177,train,-0.281173174511,1.44573899912,0.37652792853,1.02873879137
CH00178,train,-0.804610972692,0.571349185493,0.612074937711,1.18954626628
CH00179,train,-0.224311289676,1.55549256944,0.350940080354,1.04405456002
CH00180,train,0.817441042853,3.44586802247,0.617848469284,3.70123200639
CH00181,train,1.20590356276,3.84412762145,0.792656603242,3.42371346805
CH00182,train,2.12240731252,3.85889189846,1.20508329064,4.30682445422
CH00183,train,0.211825285702,2.4201834789,0.345321378566,2.68081979552
CH00184,train,2.24748343955,3.79133548449,1.2613675478,4.96425287743
CH00185,train,-0.701185412738,0.718721604584,0.565533435732,0.67083143293
CH00186,train,1.7421429731,3.98820047575,1.03396433789,2.61546932114
CH00187,train,2.12307210593,3.85855532543,1.20538244767,4.64856348933
CH00188,train,-1.56943119842,0.00958735852034,0.956244039288,0.107807717942
CH00189,train,-0.47017003962,1.09701310703,0.461576517829,1.10763380313
CH00190,train,1.88373920873,3.95725904981,1.09768264393,3.39009419841
CH00191,train,2.47635333607,3.65585871078,1.36435900123,1.32570762217
CH00192,train,1.82592161927,3.97276730421,1.07166472867,4.46599285049
CH00193,train,-1.29171226458,0.101674148549,0.831270519059,-0.103631192008
CH00194,train,2.48134603777,3.65288433538,1.366605717,3.79817804894
CH00195,train,-1.33673502588,0.0781908238041,0.851530761644,-1.37811977682
CH00196,train,-0.659899238847,0.781620026978,0.546954657481,0.846601577067
CH00197,train,0.488738133415,2.93558365179,0.469932160037,2.380824154
CH00198,train,-1.1655014307,0.185696752435,0.774475643815,-0.0826344534842
CH00199,train,-0.525050760041,1.00167827391,0.486272842018,1.03849213796
CH00200,train,0.0889687483765,2.17767980485,0.290035936769,2.1565444464
CH00201,train,-0.509284862267,1.02874952212,0.47917818802,2.27449966363
CH00202,train,0.988793962742,3.65171497236,0.694957283234,4.79539801164
CH00203,train,0.835038916577,3.46908760018,0.62576751246,3.18433280224
CH00204,train,-0.977894967169,0.359999091585,0.690052735226,-1.26082697883
CH00205,train,2.29415481715,3.76442824605,1.28236966772,3.72678679564
CH00206,train,-1.77630668201,0.0170404373134,1.0493380069,-0.349551224818
CH00207,train,0.48805931285,2.93439798568,0.469626690782,2.65465110939
CH00208,train,-2.15270918503,0.156723126104,1.21871913326,0.712200132359
CH00209,train,-2.37216977286,0.281741341355,1.31747639779,2.46501995447
CH00210,train,-0.29676047177,1.4159777643,0.383542212297,1.54919907975
CH00211,train,-0.0329577246108,1.934097658,0.264830976075,1.81624205618
CH00212,train,-1.69155387383,0.00683956288223,1.01119924323,0.971380462926
CH00213,train,-0.156062683166,1.68926356947,0.320228207425,1.43333198698
CH00214,train,-0.561941235996,0.939381412853,0.502873556198,1.17461323743
CH00215,train,0.289386006905,2.56996076155,0.380223703107,2.55042964478
CH00216,train,-0.676170547662,0.756565423799,0.554276746448,0.473310438758
CH00217,train,0.881260133495,3.52785560513,0.646567060073,4.08917971508
CH00218,train,2.19611754597,3.82001304998,1.23825289569,4.44528367872
CH00219,train,0.688855005741,3.26272744065,0.559984752584,3.65480803604
CH00220,train,2.22214411632,3.80562195593,1.24996485234,4.87623935924
CH00221,train,2.4911356315,3.64706276911,1.37101103418,5.82132294883
CH00222,train,2.37093850364,3.71899467511,1.31692232664,3.71733388184
CH00223,train,0.156275491421,2.31115636523,0.32032397114,2.51947565963
CH00224,train,0.256561094787,2.50697275336,0.365452492654,1.61783246664
CH00225,train,0.997721773469,3.66116695221,0.698974798061,3.39666623452
CH00226,train,1.78592489693,3.98121840504,1.05366620362,3.73275965311
CH00227,train,0.854649910428,3.49441775345,0.634592459693,3.65263863268
CH00228,train,-2.12094257524,0.140367515725,1.20442415886,1.01861865447
CH00229,train,1.9729580204,3.92637083362,1.13783110918,4.0873610873
CH00230,train,-0.952882602035,0.387605766474,0.678797170916,1.07164534826
CH00231,train,0.702515763671,3.28326779941,0.566132093652,3.74627444659
CH00232,train,1.17989714848,3.82524616774,0.780953716817,4.67526884281
CH00233,train,-2.37053112095,0.280761836793,1.31673900443,2.41720850863
CH00234,train,-2.38311951183,0.288292806329,1.32240378033,0.5932378345
CH00235,train,2.35916133084,3.72602644996,1.31162259888,2.52808902558
CH00236,train,2.25048215873,3.78962844971,1.26271697143,4.43463620869
CH00237,train,-1.76214204827,0.0146871460296,1.04296392172,0.3739572803
CH00238,train,-1.5471074336,0.0124620568427,0.946198345121,1.00633225854
CH00239,train,1.07188095144,3.7346311398,0.732346428148,3.68702090569
CH00240,train,-0.324700153629,1.36302354867,0.396115069133,1.45310708394
CH00241,train,-1.34127568407,0.0760105006931,0.853574057833,1.06466231022
CH00242,train,-1.91864002409,0.0538688487653,1.11338801084,0.245325945092
CH00243,train,-2.24928372749,0.209688943849,1.26217767737,-0.204400600963
CH00244,train,1.7404343875,3.98842324325,1.03319547437,4.34166861824
CH00245,train,2.06038500225,3.88898621107,1.17717325101,3.23787992614
CH00246,train,-0.377810865537,1.26388849703,0.420014889492,1.73020335099
CH00247,train,1.40933059807,3.95257773348,0.884198769133,2.4770822163
CH00248,train,-0.827216795052,0.541176506615,0.622247557773,0.46273082926
CH00249,train,1.66122508599,3.99446733726,0.997551288696,4.24340700016
CH00250,train,-0.813705756527,0.55911953631,0.616167590437,0.306057876671
CH00251,train,0.520773277421,2.99100287442,0.484347974839,3.33216472299
CH00252,train,-1.95494321445,0.0667598867308,1.1297244465,0.556746194377
CH00253,train,1.42308849993,3.95743300521,0.89038982497,4.93504630028
CH00254,train,2.20858485973,3.81315748636,1.24386318688,5.88761218011
CH00255,train,0.876202300486,3.52158341767,0.644291035219,3.84943567001
CH00256,train,-0.94586012034,0.39553680906,0.675637054153,1.24581250595
CH00257,train,1.15645790239,3.80724994044,0.770406056075,3.82780913892
CH00258,train,0.191212142095,2.3798722684,0.336045463943,2.76461538174
CH00259,train,0.291124450042,2.57327866037,0.381006002519,1.72618137704
CH00260,train,-1.7972000606,0.0209681338645,1.05874002727,0.658181911272
CH00261,train,-0.317222694728,1.37714446267,0.392750212628,1.54590192599
CH00262,train,0.571190594817,3.07600058796,0.507035767668,3.23016332459
CH00263,train,-0.228617064946,1.54712185632,0.352877679226,1.56128719394
CH00264,train,0.0592194947675,2.11836296668,0.276648772645,2.5858718434
CH00265,train,1.24246156759,3.86873741451,0.809107705416,3.87624598501
CH00266,train,-2.24694392822,0.208357746315,1.2611247677,-0.361625616201
CH00267,train,-0.312507610407,1.38606825421,0.390628424683,1.68323702772
CH00268,train,1.32233099926,3.91466514726,0.845048949668,3.23043481922
CH00269,train,1.13792536186,3.79236515512,0.762066412838,3.43452121684
CH00270,train,2.22287016558,3.80521621623,1.25029157451,4.07120359466
CH00271,train,-1.46134663845,0.030676676096,0.907605987305,0.965708311366
CH00272,train,2.31189810927,3.7540337766,1.29035414917,1.81255442443
CH00273,train,0.673042644144,3.23864478788,0.552869189865,3.50836072461
CH00274,train,0.950412028428,3.60961299066,0.677685412793,2.63691985706
CH00275,train,1.34326337808,3.9249331421,0.854468520137,1.88971193021
CH00276,train,-1.31590691673,0.0886327955973,0.842158112527,0.141786278163
CH00277,train,-2.42344729377,0.312475605622,1.3405512822,-1.03455999656
CH00278,train,-0.0770225332671,1.84612216358,0.28466013997,1.04597912379
CH00279,train,-0.602289056324,0.873005840873,0.521030075346,0.0401951099707
CH00280,train,2.47532115588,3.65647404333,1.36389452015,3.32205322284
CH00281,train,-1.19850728773,0.161126011201,0.789328279479,0.344709245513
CH00282,train,0.82515296923,3.45610017454,0.621318836154,2.62841430406
CH00283,train,-1.54184840686,0.0132497611002,0.943831783087,0.925103680158
CH00284,train,0.138119189953,2.27527512603,0.312153635479,2.34422427449
CH00285,train,-1.4579856387,0.0316268960771,0.906093537417,-0.37711014
CH00286,train,-2.35677421747,0.272550296474,1.31054839786,-1.16278683151
CH00287,train,0.727069089534,3.31955646546,0.57718109029,3.08841985327
CH00288,train,1.08432283994,3.74606512863,0.737945277973,4.11976932308
CH00289,train,1.63330937602,3.99452862792,0.984989219209,3.10015359944
CH00290,train,-1.95783450719,0.067841783595,1.13102552823,1.00324286188
CH00291,train,-0.755799154984,0.639031673871,0.590109619743,1.13026129247
CH00292,train,1.79163031655,3.98013147555,1.05623364245,6.32533397882
CH00293,train,0.177159954264,2.35228931206,0.329721979419,1.89002927361
CH00294,train,1.26907085672,3.88523105476,0.821081885523,3.14306602047
CH00295,train,-2.21719786163,0.191619889464,1.24773903773,-1.53064550325
CH00296,train,-2.16136363876,0.161281237645,1.22261363744,0.109504081796
CH00297,train,-1.23861662905,0.133744647687,0.807377483071,0.724438696768
CH00298,train,0.705597730072,3.2878674651,0.567518978532,3.68558058309
CH00299,train,0.229857964657,2.45528883932,0.353436084096,2.65170337965
CH00300,train,1.97001772231,3.9275127148,1.13650797504,5.25542206207
CH00301,train,-2.48369731494,0.348515215588,1.36766379172,1.16885260814
CH00302,train,-1.31526089034,0.0889682677793,0.841867400655,1.09574423259
CH00303,train,2.22371836286,3.80474193514,1.25067326329,4.79275908335
CH00304,train,0.885004394908,3.53247347753,0.648251977709,3.50397010006
CH00305,train,-1.69161617914,0.00684355439023,1.01122728061,0.724789353263
CH00306,train,-1.8549517169,0.0345483550083,1.0847282726,1.51612838995
CH00307,train,-1.14446240157,0.202318444387,0.765008080707,-0.270616920544
CH00308,train,0.38773279932,2.7543910768,0.424479759694,2.9730554924
CH00309,train,-0.760518376284,0.632339516459,0.592233269328,0.58396711735
CH00310,train,-1.77167204081,0.0162426400323,1.04725241837,-0.543065330317
CH00311,train,1.02049317653,3.68468711457,0.709221929438,4.64933589791
CH00312,train,2.18299806969,3.8271469539,1.23234913136,4.86906555279
CH00313,train,1.10590430484,3.76528552615,0.747656937178,3.80845861894
CH00314,train,1.72962545362,3.98974419178,1.02833145413,3.51267881725
CH00315,train,0.922193994618,3.57715835156,0.664987297578,3.41970217211
CH00316,train,-0.250378794888,1.50495944163,0.3626704577,1.49735015451
CH00317,train,-0.911066310964,0.435985655325,0.659979839934,-0.184426973302
CH00318,train,-0.942440672911,0.399427108635,0.67409830281,1.89598639916
CH00319,train,-2.14317394856,0.15175047734,1.21442827685,1.69529903282
CH00320,train,-2.09480873061,0.127388532908,1.19266392877,-2.44650010771
CH00321,train,1.40435049993,3.95074412116,0.881957724969,4.51418815339
CH00322,train,1.10041206417,3.76046803651,0.745185428877,4.16250857668
CH00323,train,2.48867090758,3.64852706856,1.36990190841,3.78160972091
CH00324,train,1.68221469209,3.99369853763,1.00699661144,4.51836890113
CH00325,train,-1.93120998909,0.0581846365014,1.11904449509,-1.66959426294
CH00326,train,-0.971362819672,0.367111720566,0.687113268852,0.73027926654
CH00327,train,2.39198292343,3.70639743087,1.32639231554,2.8163132576
CH00328,train,0.101366102784,2.20235115732,0.295614746253,2.22507336997
CH00329,train,2.10649232736,3.86686479413,1.19792154731,3.11326078559
CH00330,train,2.25142796868,3.78908936472,1.26314258591,4.43104672456
CH00331,train,-2.35202944569,0.269723602196,1.30841325056,-2.41408019551
CH00332,train,-2.30156839416,0.239905254293,1.28570577737,-1.00937652375
CH00333,train,2.1008621674,3.86964553137,1.19538797533,3.17968458032
CH00334,train,0.744917739368,3.34541866449,0.585212982716,3.62400602134
CH00335,train,2.24652633675,3.79187962469,1.26093685154,3.54793984428
CH00336,train,2.39955244212,3.70185937114,1.32979859895,5.20393887736
CH00337,train,2.07959389137,3.87995404281,1.18581725112,3.70826876026
CH00338,train,1.09202489333,3.75301389268,0.741411202,3.22767107672
CH00339,train,1.08946134166,3.75071206236,0.740257603745,4.67399443143
CH00340,train,-1.60205023179,0.00673424468826,0.970922604305,1.04036199165
CH00341,train,-1.0382622206,0.297549868039,0.717217999269,0.133731015428
CH00342,train,1.89941900067,3.95241795032,1.1047385503,2.84969311419
CH00343,train,-0.681479668719,0.748464688153,0.556665850924,1.19586625136
CH00344,train,-1.77540294556,0.016882758387,1.0489313255,0.510389295775
CH00345,train,0.235682908276,2.46659465185,0.356057308724,2.10885074254
CH00346,train,0.522736252022,2.99436397331,0.48523131341,2.74418532002
CH00347,train,-0.607845823792,0.864014198011,0.523530620706,0.882613576343
CH00348,train,-1.74153257808,0.0117195044175,1.03368966014,1.4771541851
CH00349,train,2.05040614769,3.89356928699,1.17268276646,5.21385910901
CH00350,train,-1.78333618873,0.0183016718,1.05250128493,0.92948841056
CH00351,train,0.197917094276,2.39300480964,0.339062692424,2.35174907285
CH00352,train,0.168684088817,2.33561487497,0.325907839968,2.3885531729
CH00353,train,-0.122602348164,1.75546924724,0.305171056674,1.98587095091
CH00354,train,-1.60177388516,0.00675177993425,0.970798248321,-1.13706366816
CH00355,train,-0.384730370671,1.2511320246,0.423128666802,0.404001714569
CH00356,train,2.30980346884,3.75526486437,1.28941156098,2.60575684625
CH00357,train,0.00114963498637,2.00229926942,0.250517335744,2.20300671718
CH00358,train,-2.07468873166,0.117713802095,1.18360992925,-0.0387018112669
CH00359,train,-1.56886285023,0.00965118245355,0.955988282601,1.69596758484
CH00360,train,-0.393381428278,1.23523800298,0.427021642725,1.17022104247
CH00361,train,0.277181866845,2.54661638099,0.37473184008,1.70318516379
CH00362,train,0.474385401983,2.91041681837,0.463473430892,3.09028853317
CH00363,train,-2.29335298453,0.235103920797,1.28200884304,0.0674533624666
CH00364,train,-1.92939205954,0.0575506390124,1.11822642679,0.496046257911
CH00365,train,-0.568195653684,0.928969461357,0.505688044158,0.921980116087
CH00366,train,-0.224056406804,1.55598836271,0.350825383062,1.18694042882
CH00367,train,-1.73833392365,0.0113081029246,1.03225026564,-1.72143944184
CH00368,train,-2.03718708428,0.100478551282,1.16673418793,-0.830184575672
CH00369,train,1.11589285453,3.77391739002,0.752151784539,4.34148783606
CH00370,train,0.938073477116,3.59557730849,0.672133064702,2.36938535718
CH00371,train,0.534545436772,3.01449740181,0.490545446547,3.53503396543
CH00372,train,-1.02753836994,0.308207972159,0.712392266474,0.28470434154
CH00373,train,1.8215846373,3.97377624503,1.06971308679,2.88715606494
CH00374,train,1.83875438254,3.9696531019,1.07743947214,5.57666306039
CH00375,train,1.30026295324,3.90304700829,0.835118328956,4.5740535449
CH00376,train,-2.48079192441,0.346785724257,1.36635636598,1.22591663741
CH00377,train,1.99220318351,3.91870227727,1.14649143258,3.18959508509
CH00378,train,0.67067985485,3.23501821004,0.551805934683,3.17066461449
CH00379,train,2.38755923084,3.70904813855,1.32440165388,3.72422229382
CH00380,train,1.70937168175,3.99180390195,1.01921725679,5.17326585107
CH00381,train,0.717126315502,3.30495992754,0.572706841976,2.91763068961
CH00382,train,-0.51609094183,1.01703089141,0.482240923824,1.42430476693
CH00383,train,-0.17441927377,1.65309941659,0.328488673196,1.81614421188
CH00384,train,-2.4740310447,0.342756666228,1.36331397012,0.489716194314
CH00385,train,-2.40718615436,0.302719345448,1.33323376946,0.456176800319
CH00386,train,0.447878465615,2.8634128375,0.451545309527,3.40254152527
CH00387,train,-1.7864617329,0.0188821569039,1.05390777981,1.08865854565
CH00388,train,-2.26067972661,0.216200583636,1.26730587697,3.46946837851
CH00389,train,-1.73806535683,0.011274167351,1.03212941057,-0.392707795199
