obs_id,r_450,r_475,r_500,r_525,r_550,r_575,r_600,r_625,r_650,r_675,r_700,r_725,r_750,r_775,r_800,r_825,r_850,r_875,r_900,r_925,r_950,chlorophyll,water_fraction
SP0016,0.148638317644,0.152020056021,0.143059231182,0.156080114814,0.148023951494,0.149542674595,0.148224907146,0.136025656978,0.0831410148817,0.0296977480215,0.14012790107,0.297175270859,0.358116613633,0.374087072049,0.370196323583,0.369063457309,0.371795379828,0.373229738256,0.350514045394,0.322011411859,0.337933469513,49.8788764959,0.674555641477
SP0017,0.153249410282,0.156683674977,0.153827060249,0.151103803614,0.151203653117,0.147797733722,0.152614126861,0.148113960158,0.108986447853,0.0747791937524,0.169531405148,0.307918210714,0.36423655677,0.372835779207,0.374525632364,0.370033756483,0.373182354495,0.37009980679,0.34959939441,0.327921911556,0.341612738894,33.60758406,0.619985922012
SP0018,0.151770579451,0.148503626277,0.149468874646,0.151792521028,0.148668475745,0.150583934967,0.148920677251,0.147754845614,0.123583759018,0.114170328971,0.200641101387,0.307184866594,0.359877582831,0.366158289777,0.376435987626,0.373732996875,0.373038262901,0.367578685537,0.34451847483,0.308006767178,0.330636922817,24.0064626047,0.842065884663
SP0019,0.144941633144,0.143971647144,0.148307304035,0.153863771137,0.153474484434,0.153233225495,0.145588908739,0.146904613805,0.109345683131,0.08195409058,0.175280236299,0.305334883269,0.364443947682,0.37542505778,0.370718889426,0.367941556111,0.374154695336,0.372163868378,0.347071357983,0.313186564153,0.330918382753,32.5277241415,0.823849396534
SP0020,0.14286862012,0.144698495819,0.157103952383,0.151186859911,0.148122751848,0.15145091388,0.156845684954,0.146611980016,0.113582436996,0.099381958435,0.193018041587,0.309600334155,0.353168278483,0.358744252363,0.37372076589,0.378851692355,0.373714927586,0.374646356631,0.347130936378,0.304149499762,0.337366892397,27.9763506162,0.878004263586
SP0021,0.14984984048,0.149561509013,0.15028728875,0.149185247707,0.150648518391,0.150934642012,0.15426864215,0.141295339856,0.0661295485455,-0.000534705889525,0.126155885234,0.294168745771,0.357169481418,0.370961302541,0.369382067043,0.373723074572,0.378824721737,0.379422346565,0.358423424989,0.30950994071,0.332088482197,55.6144164383,0.789229856609
SP0022,0.144454969318,0.152338638271,0.14889495609,0.144808090142,0.1540719837,0.150688735937,0.158205841075,0.1354194503,0.0926924793243,0.0302302211156,0.151436480947,0.296661239258,0.360506971008,0.367953278053,0.361659306468,0.362124274751,0.373766542483,0.373193342898,0.353071545317,0.305713957208,0.337526581745,44.6691563375,0.799208293434
SP0023,0.159587931284,0.145105942051,0.141521304919,0.147748571895,0.145837390756,0.149706709867,0.149192525504,0.143963917353,0.0883782317232,0.0387421926738,0.140792958358,0.296081351365,0.353440582003,0.369660862265,0.371409322692,0.379491718317,0.374168414149,0.366830364881,0.355593017201,0.323505234729,0.342559068896,46.7376007505,0.669736945245
SP0024,0.136756844886,0.150391570737,0.144055562497,0.155051858336,0.145468561348,0.148733659565,0.151297982478,0.13117639595,0.0705172241105,0.011885132213,0.117632766464,0.28741042543,0.358341845171,0.369497773819,0.374925576846,0.371118846806,0.371237021014,0.368693098796,0.34289844943,0.309215120762,0.336074457167,55.1518396208,0.855264850479
SP0025,0.148843929966,0.143540053975,0.148450708859,0.151040730817,0.156440328904,0.148156451034,0.150094093252,0.15217760732,0.117347432615,0.0949454532481,0.181717347818,0.305815202752,0.355571492366,0.373385743761,0.370302985671,0.367500876107,0.374077738868,0.368933162593,0.350298233089,0.319468200922,0.345449271665,31.3956466699,0.756516103084
SP0026,0.154184853163,0.146660721306,0.151133437079,0.146679692222,0.157074912519,0.150587583845,0.149815835223,0.138589331478,0.0827517949993,0.0220316211865,0.129603062556,0.290630690937,0.357173349883,0.373305176334,0.372127004173,0.371480250529,0.372417651186,0.362225941441,0.343369748708,0.308675068965,0.336035253471,51.7120623169,0.868679683961
SP0027,0.150639400484,0.148266772231,0.147283239474,0.15089757318,0.152316686666,0.147816124701,0.148498936675,0.140948350915,0.0911176438483,0.0566074880837,0.154943474307,0.295589298474,0.35337401635,0.371093173815,0.380157602589,0.376639710712,0.366695956332,0.376329065019,0.359040601422,0.319129142592,0.342850464383,40.8206829588,0.637931130805
SP0028,0.147998075625,0.154136579087,0.157269591422,0.1478578367,0.150899482705,0.147946134092,0.15266180668,0.148399237307,0.100321095131,0.0753222502413,0.169719783182,0.306950926906,0.355763419362,0.370512035202,0.379078852841,0.37019731729,0.365628882174,0.368269375344,0.350053717635,0.30924914481,0.330595910127,37.1112125455,0.798685941856
SP0029,0.150380680534,0.147309643852,0.156340710562,0.151855400941,0.145993079461,0.149740102038,0.15372770384,0.141656777882,0.0954987243961,0.0429902143422,0.147851969976,0.304200215673,0.360475600039,0.371742454475,0.366367332695,0.372370244007,0.37074787134,0.372380494919,0.35484238075,0.317237465755,0.339647950838,42.8638540843,0.69567014968
SP0030,0.156086701443,0.145986444512,0.145887555387,0.144096655894,0.154478801628,0.151902530161,0.154914292993,0.137663074026,0.074063108203,0.00993837900939,0.128666380899,0.292196969073,0.353708839339,0.364961259799,0.370314443005,0.383334344291,0.369018915354,0.371779612019,0.351683632124,0.311006583825,0.331225575381,55.1301362943,0.755205274512
SP0031,0.147264333829,0.148486915744,0.149627052829,0.146192631165,0.143258614346,0.150638041775,0.151922662347,0.142540460238,0.0671516915717,0.00564246050245,0.120925678772,0.29818173054,0.351164768998,0.377363122361,0.371737204002,0.377029983295,0.375052131481,0.374072693315,0.341224589861,0.30462982513,0.32466354487,55.1520372353,0.899288624222
SP0032,0.146045510609,0.154626240819,0.148892119407,0.147281087888,0.152261753335,0.146656664866,0.158968431759,0.146452419348,0.12135971855,0.109356913314,0.205755582224,0.314603316902,0.359584234944,0.370128324645,0.369847984144,0.381812677671,0.37600273966,0.371793660365,0.357540412526,0.320813081928,0.33870010343,25.7966136714,0.745820511337
SP0033,0.148355022433,0.152867197311,0.147813171536,0.147695652721,0.150673517218,0.161998995598,0.150748766356,0.146897708766,0.118531120208,0.102937923018,0.199759268862,0.308963184343,0.359044978771,0.368997334389,0.370174968617,0.37000965607,0.376412864754,0.380470035437,0.355960665301,0.329284000708,0.348051284931,27.1371867984,0.621524915008
SP0034,0.149416138782,0.150681935563,0.146556940395,0.147314033744,0.146866366175,0.14567909681,0.151405880156,0.137363443998,0.0707710565699,0.00357646334416,0.120917485321,0.293725889948,0.361212362842,0.362758616446,0.369189980979,0.371703175686,0.372757948661,0.36924639711,0.355621529631,0.319862246314,0.337436755119,54.7794460122,0.789441839731
SP0035,0.145713880365,0.163669486093,0.154763621835,0.152960692261,0.144300954527,0.154276085063,0.153799999443,0.140570259799,0.107371682347,0.082917193306,0.179725672683,0.312369769003,0.362806087912,0.367464677205,0.377993716354,0.372459632834,0.364755112675,0.373864969077,0.356421105355,0.324338868948,0.33903938243,34.67203138,0.697788852685
SP0036,0.148706092807,0.151865496446,0.150606767655,0.15278838799,0.152938265072,0.146918522383,0.144188929918,0.150636702247,0.104962593443,0.0719595527252,0.168011750754,0.300156791268,0.364724727637,0.367959799908,0.376671837192,0.373364745067,0.370611847667,0.365599317662,0.351358557379,0.313121288783,0.334259747051,36.1716511859,0.81444401392
SP0037,0.152410970833,0.144524081707,0.156796722492,0.153668184216,0.153153370923,0.150737349487,0.146466842943,0.148408768386,0.108483178702,0.0709968837909,0.172694989709,0.305721712899,0.358301339528,0.367384466092,0.37537952406,0.379350512982,0.374663978219,0.366486045349,0.353869857476,0.310351882051,0.336423398995,35.7812473644,0.795227397738
SP0038,0.155860404623,0.146990079177,0.151312208011,0.155775720283,0.145401104902,0.15335394823,0.152371776107,0.139604847908,0.069179618479,0.0030630708736,0.120248010018,0.289290942503,0.351541130252,0.373563711741,0.371673111785,0.375384771297,0.371035741935,0.374012812083,0.346344434378,0.305109035005,0.328181161832,56.304869217,0.894358112493
SP0039,0.152588897045,0.143262908094,0.155671212979,0.149608479982,0.153106672092,0.145590231071,0.150913331893,0.142675836265,0.118778255821,0.0978660319762,0.194426062259,0.311652738988,0.353196770798,0.370756030476,0.368860328861,0.373059231079,0.372654157246,0.363399813484,0.357736147418,0.326586107245,0.348167837681,28.0133656654,0.620307097124
SP0040,0.144784174287,0.152513955075,0.152092308427,0.149481881135,0.145216148261,0.151033617467,0.148828968149,0.140752358673,0.0807850110462,0.0496880512063,0.146233884241,0.300790853321,0.364850928467,0.367476967535,0.370429187431,0.369255192798,0.378693392942,0.367478560632,0.364142454613,0.327844850629,0.340841531817,44.2128894927,0.610028218186
SP0041,0.153783986921,0.146593261055,0.147173799854,0.152219196147,0.14430973085,0.155170917442,0.152417236766,0.147806317009,0.109294549038,0.0797357170876,0.183164400173,0.308426686899,0.364655000127,0.364816068586,0.381646732456,0.378351764327,0.374430791482,0.365122492321,0.349395424391,0.316751040384,0.333561791262,30.994350634,0.793381992026
SP0042,0.150088633988,0.15270306796,0.149829898306,0.147785134315,0.154750713573,0.152425436685,0.154742741724,0.147876665732,0.118382333722,0.102497818375,0.191985173369,0.310165615768,0.352490200096,0.368666627053,0.37194604871,0.373029440243,0.373817727203,0.371122422384,0.351669122019,0.30951808255,0.337674122992,28.2747847537,0.77945396865
SP0043,0.150446041849,0.147943462407,0.148991928089,0.155615733362,0.156497136448,0.157521851993,0.151425069485,0.142121125505,0.072677218105,0.00781451003365,0.129902969478,0.297851466271,0.353588253996,0.372940145967,0.367635274834,0.368569211887,0.368233978386,0.369119262136,0.345537573055,0.309414277106,0.332061073539,54.9646190358,0.870076724105
SP0044,0.148996861233,0.14884272831,0.153957907661,0.146003278541,0.152791177984,0.145887912774,0.15248656393,0.140418449731,0.0687900269798,0.00583170541709,0.125499348857,0.295533768293,0.359023014581,0.374124623585,0.374595017346,0.381138517013,0.373975696352,0.366659761997,0.351357406948,0.306967256996,0.334367401261,55.3315421241,0.860379386118
SP0045,0.149394550409,0.159854988635,0.147404441664,0.154408079286,0.143631508784,0.153621141494,0.152239690258,0.148377753352,0.115563045815,0.0850170779442,0.178025423271,0.304914401447,0.356786186243,0.365702307838,0.379867087294,0.377531506803,0.37241602919,0.376377705708,0.348611575155,0.310887241082,0.323018370494,32.9168216464,0.851659481707
SP0046,0.150120193924,0.152604017146,0.157968925439,0.151237293902,0.156256386718,0.150390063637,0.148803463217,0.141437458365,0.0906027200302,0.0402401631925,0.148873702722,0.300176456898,0.354138747175,0.371831105515,0.374600277544,0.382376075966,0.373090330259,0.365198717552,0.350891994451,0.320305383719,0.339005409813,43.536070549,0.659554783332
SP0047,0.152959499478,0.148532517867,0.144585932637,0.1517334025,0.156352155883,0.151295085353,0.152771852511,0.141617632081,0.0675474854614,0.00611278195471,0.118184250506,0.285367423329,0.353548786016,0.367875923082,0.373789610067,0.372546066081,0.372214859153,0.37029924926,0.354205553297,0.310187561584,0.330151356277,55.3239192972,0.754702771087
SP0048,0.147745610036,0.146995538816,0.151675958247,0.151075491799,0.151590731616,0.154516955037,0.154447453995,0.150396081726,0.124115863017,0.106972128649,0.196609986269,0.310050310794,0.363334535454,0.368933288345,0.372486204293,0.370505754082,0.370064835192,0.374989731363,0.361102065086,0.322805381795,0.337706959004,25.4993792739,0.667744810835
SP0049,0.150245776073,0.149954166232,0.152038666459,0.151185238395,0.147508535118,0.149142865209,0.15268808127,0.142409935657,0.123237071923,0.10598224382,0.204047133246,0.310241160482,0.356717486798,0.366839072263,0.373447717988,0.369850394434,0.373430053064,0.374062181239,0.346460061193,0.319453792818,0.337142646661,26.2814811945,0.780895673336
SP0050,0.157222954878,0.148036901377,0.149534087925,0.153250133333,0.145228707318,0.145836979548,0.157044944117,0.146215067043,0.0933339736985,0.0562085103276,0.154562726669,0.299194089569,0.358123684,0.372084631907,0.376894154681,0.379101554605,0.373510463964,0.371339636014,0.355402707329,0.33079463791,0.33782497714,41.2233433216,0.671157535202
SP0051,0.152869699962,0.149096479827,0.150957570378,0.144205389312,0.14884669149,0.144429779236,0.155693441076,0.1427341913,0.110128878675,0.0812068694836,0.184513418812,0.310511217317,0.360202175494,0.365200215381,0.375226116489,0.368522453579,0.376773128724,0.372413535191,0.347238134278,0.311534505262,0.335923754653,31.4826920301,0.86616613003
SP0052,0.143426448019,0.155178988499,0.151430242254,0.151759140468,0.152411757691,0.152481792612,0.153989018503,0.145283342502,0.0932276440639,0.0317161271988,0.155627538914,0.300119751943,0.361178854286,0.368475502398,0.373317504546,0.376558731566,0.375099619291,0.373620181347,0.349391218527,0.30136634871,0.334340132161,44.8023456064,0.869636237971
SP0053,0.150774679894,0.150936325352,0.154112003936,0.150625831012,0.159980133276,0.146499813039,0.150592969748,0.14236041811,0.0703415605891,0.0158300054755,0.124783557675,0.29821179239,0.353942876975,0.3713241885,0.372378184731,0.372027653612,0.366025256499,0.38069614225,0.360890378264,0.331732724594,0.346897144338,53.1548541694,0.606898264214
SP0054,0.154067372857,0.150024438454,0.154903042618,0.151636471893,0.147270590223,0.156705087872,0.145255816582,0.149526245452,0.123644541799,0.104506132398,0.198763597639,0.307914141316,0.364192144929,0.370300365909,0.374455498877,0.373660813496,0.382202961172,0.373242252542,0.351306695633,0.331498558118,0.343863971866,26.2840342987,0.616405072389
SP0055,0.150272842154,0.152414505895,0.144312580004,0.158309159147,0.151347415658,0.156878204255,0.154089522362,0.133957132157,0.0905461471016,0.0326362665002,0.138880427476,0.300766293901,0.363884113096,0.368814977175,0.377264290926,0.373281624914,0.369874966629,0.375718133698,0.35123214924,0.326468649961,0.339754745308,47.9230337962,0.646288226737
SP0056,0.146802556238,0.158513342575,0.1517046433,0.145883051482,0.151421882454,0.153218153581,0.153676775104,0.148380551117,0.109898911014,0.0843087574368,0.183032884239,0.308051338084,0.358269049396,0.36164366386,0.376818652115,0.37595359787,0.373741033516,0.370178512991,0.349529804658,0.304427178965,0.324467848865,32.1336544407,0.869201365652
SP0057,0.148749940395,0.155233879693,0.143614606072,0.153130486021,0.148531222554,0.154590850666,0.146411938989,0.142762506313,0.116458326121,0.0916129727921,0.190352890969,0.303415132371,0.363963754541,0.367808740003,0.370875202603,0.375530255266,0.373541119984,0.361835331115,0.348297592109,0.30885774689,0.33300732679,29.9904881083,0.825376323461
SP0058,0.145950093084,0.147033981107,0.149228481985,0.153304965065,0.147483971822,0.154867421072,0.149613510121,0.143703635652,0.10964359641,0.0803623077219,0.171822911548,0.304454393883,0.362938035976,0.373762054,0.368087092465,0.376349884818,0.376742675143,0.371606014072,0.356728816528,0.312478037358,0.327665717775,34.9562832708,0.808886756501
SP0059,0.152276549705,0.147242347137,0.148638235634,0.147769640886,0.155502393647,0.152065368274,0.150388717274,0.147017865942,0.0752942072367,0.0153460349031,0.123767727456,0.296000038025,0.35582629109,0.366147055982,0.372610578424,0.375338817743,0.37227511349,0.369630289362,0.356639456889,0.314740691581,0.334468761753,52.1654030163,0.762806861674
SP0060,0.148783916208,0.153388272312,0.15173267983,0.147536668917,0.152615700768,0.153743768887,0.153084734975,0.139067572588,0.0700529239073,0.0153175197922,0.121499449446,0.298123000742,0.353829659853,0.375143737528,0.363062839922,0.370509761269,0.367911142648,0.379398119124,0.357827077939,0.328778770371,0.342470950314,54.9497584251,0.608389936247
SP0061,0.155065500443,0.148716242094,0.15587843745,0.148838775618,0.146171638497,0.14615165088,0.153224980757,0.147767574716,0.0869951216788,0.0428522142904,0.143225186155,0.286493186107,0.360262224118,0.372375862029,0.371724393669,0.375266611331,0.372332730121,0.375494385688,0.354629688194,0.315963478151,0.339527972048,47.8717630378,0.746324239722
SP0062,0.152261501009,0.152475193908,0.149491866159,0.149277821901,0.145759687774,0.144545201501,0.143047921184,0.14538663694,0.0933100395172,0.0365298139338,0.149424006999,0.297796239973,0.36119260672,0.368755918203,0.369559353255,0.365850456352,0.375583625203,0.369805786049,0.354002261216,0.326819876437,0.343968795444,44.0443706658,0.664776147305
SP0063,0.145687648299,0.14701159145,0.145327373284,0.146546360088,0.153370281364,0.151682975112,0.147804416994,0.141019327958,0.0817742825708,0.0252344090059,0.142958572589,0.294231251658,0.354987705341,0.365730321281,0.380649343497,0.377284997612,0.380830873758,0.371724722833,0.347147076903,0.30530438685,0.329157389005,48.8566542384,0.898632245927
SP0064,0.146764198578,0.153612311608,0.159486104663,0.155596740892,0.15413908603,0.149280621469,0.146402532664,0.143451733598,0.0860649062313,0.0473553526443,0.157947249155,0.296056462135,0.360241974966,0.37298265894,0.365972983394,0.380397183353,0.37089678748,0.376829081967,0.360865783118,0.315924328329,0.34367060716,41.6848581221,0.692576251074
SP0065,0.151422904392,0.149366268509,0.150129221901,0.155537256806,0.148581637367,0.148727513853,0.150206056865,0.148600255044,0.108051793155,0.0893866300878,0.187571900401,0.303710353767,0.356509280067,0.369464482055,0.376922743396,0.374812027614,0.376173964179,0.370300964872,0.358733984896,0.323932339293,0.343059542812,31.0575312945,0.651682238932
SP0066,0.14468847531,0.1537502123,0.151385259946,0.145891015804,0.148664684038,0.148900816436,0.145666056014,0.141052326564,0.0877010588151,0.0496272957831,0.156482000196,0.301440300203,0.355520173387,0.374611555379,0.37081111605,0.375599359014,0.37615937066,0.369417828639,0.343749495196,0.310093153586,0.331360936635,42.4466174503,0.819614292996
SP0067,0.151437879109,0.154378388892,0.155698457311,0.151037065597,0.148194534398,0.149262585596,0.146839242689,0.149625965896,0.102404026748,0.0753526947803,0.174966598151,0.302513149038,0.364224419372,0.369294579127,0.364440859628,0.373702129638,0.375785455953,0.371527755968,0.350102134694,0.319989118498,0.339548544614,35.1652532795,0.71335616025
SP0068,0.152401024225,0.149908641551,0.155219085011,0.151825692107,0.149421618555,0.145128584897,0.152529449788,0.149604645277,0.129667349738,0.112561083884,0.20178792939,0.314229723174,0.354531260761,0.370037826838,0.374446369547,0.366185260919,0.374503321429,0.376520018118,0.341140142948,0.314137149405,0.330671074594,23.5462736378,0.832186799688
SP0069,0.146803546382,0.155858297059,0.149033916785,0.149005884272,0.153211283454,0.153053966935,0.155146950669,0.133910573992,0.0644492647991,0.0173813893817,0.129627494309,0.289645065966,0.362071907266,0.36357478652,0.37193715778,0.372392587155,0.380836845222,0.366692685597,0.35698057336,0.320470810742,0.332097439997,54.8483871405,0.767705288447
SP0070,0.154747562769,0.149628312303,0.153580056619,0.148052420745,0.154192734375,0.149047098957,0.14943022445,0.137937821637,0.110486095987,0.0801111429617,0.171916565022,0.305178417709,0.357615890501,0.370597901701,0.367308405049,0.37432710135,0.374032009128,0.367452156969,0.348431374113,0.311559818815,0.339002543117,33.6956337414,0.82395914064
SP0071,0.157291698005,0.14973595069,0.154832764846,0.145788713009,0.140392263859,0.151186531961,0.145519103535,0.135528663439,0.0933841561324,0.0443921657966,0.148541632781,0.289510531856,0.356063364998,0.366790670234,0.369936772871,0.369717923398,0.374180195597,0.363456078044,0.356338720398,0.310562347528,0.330325065473,44.7942656466,0.848278200484
SP0072,0.150431093319,0.153947969055,0.149914609116,0.15368058549,0.152022501883,0.150651452193,0.151254511413,0.143754821253,0.107418908948,0.0690085860178,0.174812943317,0.30619045418,0.358986324724,0.375236133611,0.368375981904,0.372426826058,0.373128259562,0.37362184515,0.35784300962,0.313891680464,0.339014529416,35.7211705997,0.758799556482
SP0073,0.150724581081,0.150473481301,0.145344663507,0.152653264488,0.145647172709,0.156273311164,0.144664952494,0.139882716176,0.0792796959677,0.029059650035,0.139073829847,0.287499397631,0.358461581197,0.371707178703,0.373523303634,0.374666314583,0.382078096727,0.369866777502,0.357882900594,0.327233632007,0.337772313428,50.7308594309,0.628749736095
SP0074,0.146507250731,0.151450689203,0.146347616155,0.15065766628,0.14750452337,0.146041669007,0.149685036781,0.151540450376,0.117416394295,0.103218184722,0.191396346024,0.306536731013,0.360802262664,0.370861248387,0.374342133687,0.374180870561,0.373442492425,0.378312039798,0.35885219388,0.31229372728,0.336890929249,28.0053081496,0.768472572375
SP0075,0.140453823978,0.154765618553,0.152054874176,0.142572281437,0.154540763425,0.15007233806,0.154044654584,0.139758329517,0.104337321199,0.078248346869,0.177369614246,0.304668859335,0.358411375903,0.368630098121,0.375117035026,0.366836794116,0.36502407483,0.364275099584,0.354227743709,0.311129460074,0.331710073279,34.7313548447,0.894735040481
SP0076,0.151994021914,0.148553141414,0.157868068411,0.147636820666,0.148172987374,0.15322171501,0.144239786655,0.135985138647,0.0624485929675,-0.00508324006966,0.109394145857,0.293847582905,0.360511754326,0.360827837951,0.37094993119,0.37179387911,0.372134529472,0.368180046698,0.360824265252,0.317921521436,0.336411196857,59.0374629729,0.782913288741
SP0077,0.146391652202,0.152313212799,0.153038188538,0.150508662879,0.154263753976,0.154536005104,0.145901751517,0.14692050902,0.118059282356,0.113248697104,0.205524371425,0.309087355393,0.368773435228,0.368327492726,0.370617305099,0.369515586669,0.368731410942,0.370600018239,0.34938864975,0.318491481584,0.335400322926,23.2859914394,0.791114725808
SP0078,0.14284474616,0.149948962174,0.15435180877,0.142408729759,0.151712481752,0.151272416114,0.15518914421,0.146580053995,0.112985174165,0.0869096764058,0.183352460529,0.30581059627,0.359058886623,0.373922656888,0.373019536804,0.369320912153,0.376007320242,0.365763140439,0.357128683783,0.330836144539,0.342662300562,31.2926177485,0.636966460007
SP0079,0.15056716756,0.151560157766,0.144798677008,0.14704363595,0.149008233216,0.153121849802,0.149946322366,0.138704931353,0.0719784331434,0.00530854511389,0.121273724537,0.296038927445,0.353643131116,0.366541698967,0.377128589728,0.370236814179,0.375227856235,0.369479953888,0.360011021255,0.327390672927,0.338051792518,55.6680947928,0.714208266648
SP0080,0.14732412946,0.146140055906,0.148553603066,0.146153732007,0.139039952675,0.148674909558,0.153967164635,0.14732721283,0.0816515186195,0.0209707151344,0.137929726127,0.303261504233,0.357655967011,0.373487260474,0.37484904335,0.372047161673,0.36863852464,0.369342873888,0.351592719138,0.317184128339,0.338074427995,49.6975468686,0.738376506967
SP0081,0.152546707954,0.145274930128,0.150843747478,0.146713616571,0.153301807712,0.157735261227,0.151275824686,0.146896599817,0.100776261889,0.0605466136302,0.16845621051,0.303237361784,0.355188551861,0.370312515473,0.370607052041,0.374810978585,0.372108020416,0.379759720089,0.340984411075,0.3087227446,0.333506320485,38.795306952,0.845010991031
SP0082,0.144811763722,0.152820799727,0.145580675657,0.155017529308,0.147223020099,0.146297994622,0.154484605087,0.142766623577,0.129481438719,0.118419272367,0.202313651473,0.319770228345,0.35531516602,0.369887975701,0.371693841371,0.377356408383,0.374288800759,0.370886579173,0.346004584995,0.307435892622,0.326048294596,22.1242350685,0.870929309483
