obs_id,r_mean,g_mean,b_mean,exg,leaf_area_cm2,lesion_fraction,stress,health_score
RGB0089,0.319228554858,0.568632881344,0.171936359948,0.646100847882,34.7046836611,0.0318568096776,0,108.591117794
RGB0090,0.235996219332,0.484686273523,0.257346205601,0.476030122113,39.3835243895,0.0661624682522,0,99.9986525507
RGB0091,0.204435345744,0.563883559334,0.225411906776,0.697919866149,39.6303512617,0.0147923355165,0,104.416020293
RGB0092,0.292691753387,0.522321347315,0.204386917096,0.547564024146,38.8427069628,0.0312039244556,0,97.8267083908
RGB0093,0.390774454801,0.391020887117,0.209815809637,0.181451509796,32.5420676094,0.208293011347,1,82.5352328969
RGB0094,0.245940191148,0.59660854743,0.199482162239,0.747794741473,38.1057286557,0.29888164591,0,105.734693819
RGB0095,0.36463431496,0.544147318549,0.193957077792,0.529703244348,41.3136321406,0.118138989653,0,103.710623102
RGB0096,0.31254337378,0.521103333219,0.228329553816,0.501333738841,40.790561638,0.00969108891936,0,106.122652369
RGB0097,0.293864515109,0.524738803122,0.200760011628,0.554853079507,45.413161551,0.13736297775,0,100.534406606
RGB0098,0.374053048922,0.348768198124,0.241272506649,0.0822108406762,38.2625056736,0.493602389943,1,66.6786867844
RGB0099,0.381722143883,0.36945968002,0.204785625198,0.15241159096,38.7371065533,0.499329555009,1,68.0140267032
RGB0100,0.29781025418,0.518027389317,0.208741083214,0.529503441241,45.4780586434,0.0247967333277,0,100.110001673
RGB0101,0.372617086641,0.366219902317,0.230385192778,0.129437525216,38.5942778487,0.493036280996,1,70.1360299239
RGB0102,0.263782905421,0.462558971494,0.176901066611,0.484433970957,41.4980273056,0.108567136222,0,100.211509611
RGB0103,0.375045469086,0.356699343738,0.157051894573,0.181301323817,39.9139541946,0.560707809564,1,67.6633990928
RGB0104,0.2574460651,0.566636497,0.195841012865,0.679985916034,40.7111529471,0.05199270305,0,106.524039007
RGB0105,0.363285702234,0.3355812339,0.182103972354,0.125772793212,38.1568974746,0.218607105981,1,72.2736858736
RGB0106,0.351838802483,0.396578503567,0.234543363515,0.206774841136,42.8364919621,0.728418377774,1,65.9695343687
RGB0107,0.406448649883,0.396690450029,0.250893214413,0.136039035762,35.9510875132,0.423404207279,1,68.1784375451
RGB0108,0.270650252395,0.493616564796,0.247199850718,0.469383026479,36.9385907884,0.398976314703,0,84.0496193802
RGB0109,0.276981007493,0.488013865157,0.205622374912,0.493424347909,38.4105429966,0.0469581594953,0,104.968883375
RGB0110,0.311639731289,0.503140756616,0.149546136309,0.545095645635,38.7171777772,0.139744932727,0,100.250790082
RGB0111,0.234927336006,0.52417890638,0.15688342851,0.656547048243,37.462665659,0.0479141202119,0,105.216259608
RGB0112,0.396212031183,0.397666540795,0.206035417104,0.193085633303,35.3372838512,0.535970241593,1,73.4209875107
RGB0113,0.293636795676,0.514062065348,0.231137633243,0.503349701777,39.8835287999,0.00198448594971,0,106.676060848
RGB0114,0.359010868345,0.382039470729,0.233000725018,0.172067348096,41.4216162071,0.583990862237,1,68.8447039268
RGB0115,0.256129694018,0.549213821158,0.134001993109,0.70829595519,43.2454345131,0.149732434032,0,102.742681318
RGB0116,0.295033892287,0.51797266962,0.204086015655,0.536825431298,42.8206234407,0.070994565931,0,99.3605737672
RGB0117,0.256802220613,0.57498275164,0.219327772461,0.673835510206,43.3178340728,0.0763828079281,0,101.861366843
RGB0118,0.280548073051,0.557968045023,0.190765741207,0.644622275787,43.5536041677,0.0862077947415,0,111.08612585
RGB0119,0.261546783993,0.543026321521,0.171385101481,0.653120757569,42.6049642711,0.0147331138434,0,106.342674848
RGB0120,0.230039544207,0.511755510143,0.195514214529,0.597957261549,43.7349780305,0.0920826585541,0,105.797991174
RGB0121,0.244833593175,0.534009163942,0.205520794269,0.61766394044,43.3457948931,0.00977145595632,0,106.401934028
RGB0122,0.397200269394,0.351890984504,0.210734543116,0.0958471564989,36.5646896163,0.2933620525,1,71.9169667422
RGB0123,0.317439740188,0.522645477046,0.170976311078,0.556874902826,45.6973949651,0.00996917715894,0,104.48822733
RGB0124,0.284979201945,0.515659663302,0.204458234635,0.541881890024,39.7654229239,0.0777230368115,0,98.9856512538
RGB0125,0.258954598552,0.57605721495,0.183559406952,0.709600424396,48.7555345299,0.049575889986,0,108.238022044
RGB0126,0.258859227955,0.552089748798,0.162157420351,0.683162849291,41.0203319844,0.258290681396,0,99.2007838943
RGB0127,0.279628407939,0.490964125661,0.191450143952,0.510849699431,40.2639222938,0.00565758930111,0,104.020776623
RGB0128,0.418634015865,0.347598809155,0.242381752217,0.0341818502281,40.6692145648,0.230414138146,1,71.9632800281
RGB0129,0.201794116558,0.519655995632,0.222216219322,0.615301655384,38.5869978256,0.0597110706674,0,105.407569814
RGB0130,0.270711994589,0.485144451076,0.173065266638,0.526511640925,41.70253972,0.0395728264161,0,97.618857453
RGB0131,0.398607990536,0.337777075183,0.245783405653,0.0311627541771,39.6264955096,0.293035715888,1,67.95053672
RGB0132,0.25705402983,0.481189956844,0.224999440595,0.480326443263,40.6990632567,0.0543069425191,0,95.4497147699
RGB0133,0.233118641182,0.511451668844,0.20627898978,0.583505706727,51.0749496307,0.0239569492608,0,103.028321113
RGB0134,0.367470230844,0.353625908718,0.223334782467,0.116446804126,41.4262205631,0.65679003164,1,65.8314766512
RGB0135,0.226012664354,0.53702985908,0.174101247085,0.673945806721,42.1228843474,0.123081426291,0,107.984244256
RGB0136,0.300279154305,0.560582785176,0.172071050962,0.648815365086,46.4889647379,0.0200994205097,0,104.612054757
RGB0137,0.379793344062,0.332448825979,0.237101515237,0.048002792658,38.3107120724,0.584429816058,1,61.4488266126
RGB0138,0.383635765561,0.408348938563,0.256761444593,0.176300666972,44.9629599009,0.324542474293,1,74.2508924549
RGB0139,0.316291803159,0.340745565138,0.223289519954,0.141909807163,36.0981429445,0.377340248736,1,72.6488234624
RGB0140,0.396063758731,0.368695633053,0.23572729132,0.105600216054,33.1580079024,0.436796605039,1,69.8110336028
RGB0141,0.272294709439,0.601988395558,0.223248633253,0.708433448425,43.0756118465,0.124398333408,0,107.912755957
RGB0142,0.281769943774,0.462734442101,0.196241526266,0.447457414162,40.8395525646,0.00290030542466,0,103.163937878
RGB0143,0.415583194223,0.276652510655,0.249333918193,-0.111612091106,43.3291970285,0.211705498827,1,69.3501793844
RGB0144,0.410598176989,0.346513619159,0.263669542134,0.0187595191944,42.317377161,0.34102723682,1,72.5478944482
RGB0145,0.304941620287,0.438822460106,0.205713702474,0.366989597452,44.1325722028,0.223425091826,0,82.2360759104
RGB0146,0.295452685412,0.499160141099,0.231785609273,0.471081987514,37.5517302412,0.181358541949,0,91.389005153
RGB0147,0.32233470715,0.526566299835,0.20149341251,0.52930448001,33.675570647,0.0855708365489,0,101.186818257
RGB0148,0.297627924099,0.553041920872,0.203875990316,0.604579927328,41.1626970235,0.00813645058149,0,107.101871857
RGB0149,0.295215271185,0.501230509968,0.147429555768,0.559816192983,43.5179676356,0.17522405491,0,94.8673285655
RGB0150,0.333306308034,0.523029696635,0.235669815745,0.477083269491,39.7869474069,0.0435320472995,0,101.202950606
RGB0151,0.228302544342,0.528628498872,0.209325057549,0.619629395853,41.5195584351,0.134387121072,0,103.043348866
RGB0152,0.404001783783,0.332433556303,0.275803702588,-0.0149383737644,35.4813156907,0.298465406445,1,67.6399475766
RGB0153,0.275665326878,0.503348746944,0.187549433497,0.543482733512,42.6410678181,0.100856955916,0,103.171570085
RGB0154,0.389739580283,0.337214363078,0.246297253696,0.0383918921767,34.5566326257,0.237553365894,1,71.2648196492
RGB0155,0.432604585007,0.442809587348,0.22034239717,0.232672192519,41.0477971116,0.521218422036,1,72.4216555121
RGB0156,0.284790809927,0.481622993957,0.204303362512,0.474151815474,39.5992423065,0.299849815067,0,95.3009772753
RGB0157,0.371769272433,0.340786796092,0.226569579465,0.0832347402855,37.2525909613,0.479633416775,1,68.3850380098
RGB0158,0.292754543094,0.542464595709,0.199007859904,0.59316678842,41.8308663658,0.0278359681882,0,104.872918763
RGB0159,0.303326262667,0.546512019112,0.142439013611,0.647258761947,48.7751133486,0.0222744583831,0,107.240507213
RGB0160,0.285291454135,0.539721391873,0.215594832686,0.578556496924,39.8729570957,0.0145263854691,0,102.255314501
RGB0161,0.30815812852,0.34207334374,0.224022341116,0.151966217845,38.4617641579,0.479245080989,1,67.8310666058
RGB0162,0.293654975694,0.532431383946,0.157059780394,0.614148011805,42.7593104312,0.0822111519618,0,106.231323813
RGB0163,0.363675042911,0.484389666741,0.223958375201,0.381145915371,46.2655449689,0.192669373569,0,93.9621859556
RGB0164,0.270421918027,0.543928226284,0.226975126074,0.590459408467,39.5096153607,0.000544593484596,0,103.603832948
RGB0165,0.258032180196,0.537254462583,0.189852963547,0.626623781423,35.3395066244,0.186239150923,0,101.31201643
RGB0166,0.329192091967,0.550268549283,0.210595815865,0.560749190735,44.1909941739,0.0429210766288,0,100.078072841
RGB0167,0.351353261305,0.31174783338,0.257159556253,0.0149828492022,33.5869605387,0.521583754092,1,59.6126120642
RGB0168,0.434029857868,0.349117638024,0.217105234359,0.04710018382,36.559940399,0.529393233553,1,65.5873518159
RGB0169,0.266043545974,0.476113351487,0.232129101315,0.454054055684,41.3271096926,0.0552295143434,0,98.8646992078
RGB0170,0.28523023369,0.496651316399,0.209016651937,0.49905574717,47.4314662761,0.0576412605408,0,98.1321502468
RGB0171,0.365719175528,0.497998226933,0.199911662979,0.430365615359,38.7720367215,0.117112716552,0,93.6769986592
RGB0172,0.393885511957,0.35142107915,0.214270713111,0.0946859332324,37.5093876539,0.379466459105,1,72.568822427
RGB0173,0.249251986798,0.507473351331,0.201912533764,0.5637821821,35.6746273014,0.00967914302718,0,104.300825209
RGB0174,0.285952411515,0.483961696467,0.1573750087,0.52459597272,43.5335693126,0.113195505614,0,102.07896155
RGB0175,0.440713918749,0.301240727413,0.197730743939,-0.0359632078615,45.1220056916,0.189537660142,1,71.6603403765
RGB0176,0.213891976257,0.519705841507,0.223056962304,0.602462744452,45.4227009178,0.13644941579,0,101.912867398
RGB0177,0.278939740133,0.46568061758,0.175593857304,0.476827637724,39.7893545464,0.101915388598,0,95.2062446498
RGB0178,0.342612889909,0.386202477357,0.200983261918,0.228808802887,42.1050537616,0.463050601673,1,75.5496586564
RGB0179,0.256496419493,0.46845839689,0.165785058953,0.514635315334,41.1997094273,0.116632415921,0,101.249691635
RGB0180,0.375403792248,0.330555275836,0.20917664979,0.0765301096348,40.6287533655,0.332707753256,1,70.7468352661
RGB0181,0.279735066443,0.508538799289,0.193054742148,0.544287789987,44.6662126379,0.0336134660965,0,108.072073305
RGB0182,0.305203646953,0.551450754425,0.187212883029,0.610484978869,43.0071726447,0.134935334848,0,95.07218532
RGB0183,0.218127862422,0.526153639139,0.215342793413,0.618836622445,34.7746423038,0.0121940030412,0,108.112731268
RGB0184,0.258757419377,0.509881589203,0.190156681178,0.570849077851,47.178773364,0.0108070385571,0,105.335221249
RGB0185,0.376307555889,0.364040508651,0.209331612767,0.142441848647,32.5958615984,0.762332214669,1,56.4366495069
RGB0186,0.307252078148,0.58516400363,0.19327387163,0.669802057482,42.1296130904,0.138073689451,0,107.382041281
RGB0187,0.314666105389,0.515405728053,0.246199233222,0.469946117495,39.8398545813,0.0325942828234,0,102.705692471
RGB0188,0.271543459295,0.562026313422,0.208056047657,0.644453119892,42.0764012977,0.0401829075433,0,109.440613068
RGB0189,0.387324020661,0.372324447121,0.232894137835,0.124430735745,40.860799757,0.605426585529,1,69.4025042971
RGB0190,0.214600520856,0.477613238037,0.206363145038,0.534262810179,43.5075364026,0.0473734078926,0,102.832515233
RGB0191,0.343604177566,0.543546820321,0.146980792796,0.596508670279,52.757617193,0.115666297777,0,105.631294877
RGB0192,0.371682216589,0.397228510585,0.237958626528,0.184816178052,39.2013978494,0.646696203019,1,65.6139002658
RGB0193,0.346054671877,0.364799014122,0.218092702045,0.165450654321,40.22679786,0.473326732428,1,66.7837479598
RGB0194,0.243535753487,0.528331478403,0.215698565071,0.597428638247,42.7260565612,0.129459129594,0,100.439757145
RGB0195,0.364685586428,0.350814014111,0.248658339976,0.0882841018166,38.9289209092,0.29675872099,1,68.506457744
RGB0196,0.261202089528,0.518863451219,0.206404353004,0.570120459907,39.6320694765,0.170823583761,0,101.042389184
RGB0197,0.421812882744,0.338962881346,0.221976594364,0.0341362855832,30.1343465336,0.502860007503,1,62.9485974426
RGB0198,0.400382094398,0.347105533575,0.228936882035,0.0648920907177,37.5177333841,0.145057970185,1,76.7855928049
RGB0199,0.321364719377,0.353187924506,0.255749473011,0.129261656625,36.0345222417,0.586168811558,1,67.7824894378
RGB0200,0.373763293404,0.378480081228,0.206155559938,0.177041309115,37.2132208154,0.549556971454,1,63.2599487081
RGB0201,0.287823677469,0.536683527974,0.207613983505,0.577929394974,45.3222604367,0.189794901708,0,99.2065906179
RGB0202,0.253070283864,0.521146478943,0.186185053208,0.603037620814,39.2712803961,0.096854494036,0,104.782449028
RGB0203,0.417517385661,0.387543402951,0.203308695675,0.154260724566,34.8588001014,0.355623100745,1,71.4809657776
RGB0204,0.320909165896,0.491975623891,0.212231299261,0.450810782625,33.7917680782,0.0575529417295,0,95.8664696765
RGB0205,0.369215491494,0.312739985401,0.257780898532,-0.0015164192252,32.0891448841,0.549407178852,1,61.3242633492
RGB0206,0.358131506408,0.361609777347,0.240141836625,0.12494621166,43.8026793816,0.481941647071,1,67.6019743288
RGB0207,0.318833398191,0.379579823645,0.207665669188,0.232660579909,36.9459192969,0.174123058245,1,83.5987219389
RGB0208,0.330752984406,0.535267621388,0.2015076236,0.53827463477,35.540486604,0.0386478269667,0,105.332808931
RGB0209,0.270342906413,0.5471364578,0.193171662312,0.630758346875,44.8313227559,0.0359605334764,0,103.122648831
RGB0210,0.30987322701,0.536022957067,0.172683724656,0.589488962468,43.1701510335,0.00024330829752,0,110.309519903
RGB0211,0.234949877257,0.530632925612,0.158354700972,0.667961272995,50.8700559934,0.191705993608,0,105.48384174
RGB0212,0.363525229854,0.338318611401,0.234788029962,0.0783239629862,39.0514188008,0.111612597377,1,81.2489231989
RGB0213,0.395574522781,0.40432332856,0.236957056806,0.176115077532,39.5831646578,0.690624272047,1,60.4262024975
RGB0214,0.253064784121,0.553894930703,0.183068436032,0.671656641252,40.8979170495,0.160227636904,0,102.185129231
RGB0215,0.409506202443,0.349868051588,0.233410888528,0.0568190122048,36.9330041476,0.360393381622,1,71.5745442605
RGB0216,0.346548871302,0.372515613411,0.254107019325,0.144375336196,33.5011187615,0.142362656832,1,72.5421566238
RGB0217,0.287724122963,0.52796437905,0.149579325371,0.618625309766,43.6623239975,0.0293094458115,0,108.108003255
RGB0218,0.310272101999,0.587512595598,0.192765584384,0.671987504813,40.4784073158,0.0390438047663,0,109.678393732
RGB0219,0.255765198042,0.468583740064,0.143788374784,0.537613907303,47.4728614998,0.0540135175021,0,102.431842786
RGB0220,0.26428728439,0.42832657664,0.230749128659,0.361616740232,38.7346096193,0.0631413485914,0,94.2441618852
RGB0221,0.36913782286,0.414351409716,0.212957005472,0.246607991101,37.559269558,0.352339508938,1,79.9252761325
RGB0222,0.320673556494,0.484988608227,0.195450493006,0.453853166954,48.5606425852,0.0103027759069,0,107.616818509
RGB0223,0.332241314409,0.337257122453,0.239325889385,0.102947041111,33.146218823,0.566946877908,1,66.8639796385
RGB0224,0.297711884838,0.469977150809,0.196136800373,0.446105616408,45.1227785379,0.0344398280458,0,100.596668612
RGB0225,0.308465786639,0.530195016949,0.247827439171,0.504096808088,41.8342500181,0.208685119054,0,99.7600409444
RGB0226,0.394478041114,0.361426256996,0.218549618625,0.109824854253,40.562663374,0.415681809814,1,73.5142083368
RGB0227,0.301444361258,0.509653993544,0.175504463894,0.542359161935,43.6842895343,0.0505251428353,0,103.554752612
RGB0228,0.237833405462,0.463774267579,0.210242419037,0.479472710659,41.477424124,0.0284966049121,0,101.097356065
RGB0229,0.339836207146,0.254421912603,0.279513946634,-0.110506328574,35.1018416555,0.612822147911,1,51.5043068588
RGB0230,0.338570266096,0.359097597065,0.255496275718,0.124128652317,43.0330891547,0.223078744397,1,77.4454375149
RGB0231,0.358165270537,0.396530524912,0.246866133738,0.18802964555,36.5061232001,0.408070949929,1,73.160045885
RGB0232,0.365591388039,0.329854685837,0.218022860942,0.0760951226921,34.3002271524,0.490744653705,1,67.8376273469
RGB0233,0.272733472158,0.501571624646,0.256556324898,0.473853452235,40.3110167944,0.0274727768874,0,102.729676166
RGB0234,0.401757187546,0.376857138477,0.239157209539,0.112799879868,36.8368658845,0.249358721064,1,77.7782877461
RGB0235,0.254538006228,0.480094664109,0.194121693981,0.511529628008,41.1975584806,0.0149860541785,0,100.349482995
RGB0236,0.351681407488,0.353778190934,0.182682288287,0.173192686093,30.6228270017,0.30075180722,1,74.0632351048
RGB0237,0.272836074968,0.491434185033,0.201294368977,0.508737926121,43.0126653016,0.0698081015615,0,99.0616416602
RGB0238,0.262830229364,0.510032165076,0.168901716618,0.588332384169,47.6051807237,0.0397289678865,0,101.760351226
RGB0239,0.285418625664,0.519614037957,0.230132791102,0.523676659149,37.0604326064,0.186180097492,0,94.4054009917
RGB0240,0.359108169025,0.358644295562,0.23248956145,0.125690860649,33.7639800172,0.50713637804,1,68.2741925096
