obs_id,x,y,true_mean,response
GP02_00,0.0952380952381,0,1.20283059232,1.04077692699
GP02_01,0.0952380952381,0.047619047619,1.13372951402,1.43340842665
GP02_02,0.0952380952381,0.0952380952381,0.968968986739,0.687083715204
GP02_03,0.0952380952381,0.142857142857,0.721496241818,0.741843888159
GP02_04,0.0952380952381,0.190476190476,0.411607854118,0.319688208851
GP02_05,0.0952380952381,0.238095238095,0.0651463022688,0.0584395235735
GP02_06,0.0952380952381,0.285714285714,-0.288796248969,-0.101768949913
GP02_07,0.0952380952381,0.333333333333,-0.620462915206,-0.65814009662
GP02_08,0.0952380952381,0.380952380952,-0.902076122196,-0.759482597868
GP02_09,0.0952380952381,0.428571428571,-1.1103057652,-0.998779817501
GP02_10,0.0952380952381,0.47619047619,-1.22834219117,-1.28247925734
GP02_11,0.0952380952381,0.52380952381,-1.24738981022,-1.33513773871
GP02_12,0.0952380952381,0.571428571429,-1.16744862234,-1.43355766135
GP02_13,0.0952380952381,0.619047619048,-0.997314217434,-1.1090512962
GP02_14,0.0952380952381,0.666666666667,-0.75379624854,-0.821759453702
GP02_15,0.0952380952381,0.714285714286,-0.460224820397,-0.513374778953
GP02_16,0.0952380952381,0.761904761905,-0.144377507255,-0.251434464639
GP02_17,0.0952380952381,0.809523809524,0.163988806499,0.202330574566
GP02_18,0.0952380952381,0.857142857143,0.435781956104,0.711834938631
GP02_19,0.0952380952381,0.904761904762,0.64515946293,0.526099595234
GP02_20,0.0952380952381,0.952380952381,0.771824752117,0.75468743126
GP02_21,0.0952380952381,1,0.802830592318,0.743462538189
GP03_00,0.142857142857,0,1.67794867922,1.70691113982
GP03_01,0.142857142857,0.047619047619,1.58943190195,1.57968359193
GP03_02,0.142857142857,0.0952380952381,1.36814944778,1.07248043526
GP03_03,0.142857142857,0.142857142857,1.03207076932,0.881200423836
GP03_04,0.142857142857,0.190476190476,0.609365467469,0.548303476308
GP03_05,0.142857142857,0.238095238095,0.135900298755,0.263262607653
GP03_06,0.142857142857,0.285714285714,-0.34794774335,-0.446196600591
GP03_07,0.142857142857,0.333333333333,-0.800879101516,-0.848277081762
GP03_08,0.142857142857,0.380952380952,-1.18434130145,-1.2678442284
GP03_09,0.142857142857,0.428571428571,-1.46595450844,-1.38735213579
GP03_10,0.142857142857,0.47619047619,-1.62238861775,-1.59465318234
GP03_11,0.142857142857,0.52380952381,-1.64143623679,-1.58370655384
GP03_12,0.142857142857,0.571428571429,-1.52309736559,-1.366275142
GP03_13,0.142857142857,0.619047619048,-1.27957939669,-1.22827964471
GP03_14,0.142857142857,0.666666666667,-0.934212434849,-0.758771393655
GP03_15,0.142857142857,0.714285714286,-0.519376314779,-0.567671976635
GP03_16,0.142857142857,0.761904761905,-0.0736235107689,0.180864938389
GP03_17,0.142857142857,0.809523809524,0.36174641985,0.523071619886
GP03_18,0.142857142857,0.857142857143,0.74635648361,0.463604494553
GP03_19,0.142857142857,0.904761904762,1.04433992397,1.00600760616
GP03_20,0.142857142857,0.952380952381,1.22752714004,1.07862709241
GP03_21,0.142857142857,1,1.27794867922,1.19412305747
GP04_00,0.190476190476,0,2.01412844967,2.18213881216
GP04_01,0.190476190476,0.047619047619,1.91236861298,2.15687716934
GP04_02,0.190476190476,0.0952380952381,1.65253368453,1.70017348199
GP04_03,0.190476190476,0.142857142857,1.25601867343,1.22446701929
GP04_04,0.190476190476,0.190476190476,0.756363213961,0.890463722566
GP04_05,0.190476190476,0.238095238095,0.19627142185,0.193152691794
GP04_06,0.190476190476,0.285714285714,-0.376182553792,-0.223669195132
GP04_07,0.190476190476,0.333333333333,-0.911826129597,-0.987096786206
GP04_08,0.190476190476,0.380952380952,-1.36475748776,-1.58015925071
GP04_09,0.190476190476,0.428571428571,-1.696424154,-1.8593030385
GP04_10,0.190476190476,0.47619047619,-1.87904855406,-1.94715640007
GP04_11,0.190476190476,0.52380952381,-1.89809617311,-1.87082485597
GP04_12,0.190476190476,0.571428571429,-1.75356701114,-1.61637079938
GP04_13,0.190476190476,0.619047619048,-1.459995583,-1.25326555236
GP04_14,0.190476190476,0.666666666667,-1.04515946293,-1.19863427686
GP04_15,0.190476190476,0.714285714286,-0.547611125221,-0.356302319492
GP04_16,0.190476190476,0.761904761905,-0.0132523876743,-0.16956621849
GP04_17,0.190476190476,0.809523809524,0.508744166342,0.386289863677
GP04_18,0.190476190476,0.857142857143,0.970304387719,1.17126487684
GP04_19,0.190476190476,0.904761904762,1.32872416072,1.2623777482
GP04_20,0.190476190476,0.952380952381,1.55046385108,1.58194009595
GP04_21,0.190476190476,1,1.61412844967,1.57559193871
GP05_00,0.238095238095,0,2.18488378484,2.38329576075
GP05_01,0.238095238095,0.047619047619,2.07723023225,2.19998582043
GP05_02,0.238095238095,0.0952380952381,1.80023783863,1.81905558827
GP05_03,0.238095238095,0.142857142857,1.37682612917,1.38396092561
GP05_04,0.238095238095,0.190476190476,0.842924627814,0.622247427113
GP05_05,0.238095238095,0.238095238095,0.244280361414,0.13314472189
GP05_06,0.238095238095,0.285714285714,-0.367606964397,-0.417869087072
GP05_07,0.238095238095,0.333333333333,-0.940060940038,-0.83690368357
GP05_08,0.238095238095,0.380952380952,-1.42390898214,-1.32718490079
GP05_09,0.238095238095,0.428571428571,-1.77785153338,-1.74674077397
GP05_10,0.238095238095,0.47619047619,-1.97213170936,-1.90966075913
GP05_11,0.238095238095,0.52380952381,-1.99117932841,-1.95410767074
GP05_12,0.238095238095,0.571428571429,-1.83499439052,-1.76589735259
GP05_13,0.238095238095,0.619047619048,-1.51914707738,-1.68871806563
GP05_14,0.238095238095,0.666666666667,-1.07339427337,-1.04279007086
GP05_15,0.238095238095,0.714285714286,-0.539035535825,-0.51067136496
GP05_16,0.238095238095,0.761904761905,0.0347565518905,0.065604258185
GP05_17,0.238095238095,0.809523809524,0.595305580195,0.585331914769
GP05_18,0.238095238095,0.857142857143,1.09111184345,1.06025223151
GP05_19,0.238095238095,0.904761904762,1.47642831482,1.33465599293
GP05_20,0.238095238095,0.952380952381,1.71532547035,1.84539476626
GP05_21,0.238095238095,1,1.78488378484,1.82060405583
GP06_00,0.285714285714,0,2.17842725294,2.10350909758
GP06_01,0.285714285714,0.047619047619,2.07275301049,2.05819976415
GP06_02,0.285714285714,0.0952380952381,1.80152267689,1.66624006188
GP06_03,0.285714285714,0.142857142857,1.38714379301,1.4590531703
GP06_04,0.285714285714,0.190476190476,0.864743276621,0.906646852998
GP06_05,0.285714285714,0.238095238095,0.279046241568,0.163904396543
GP06_06,0.285714285714,0.285714285714,-0.319598024832,-0.458671627284
GP06_07,0.285714285714,0.333333333333,-0.879689816944,-0.699042236367
GP06_08,0.285714285714,0.380952380952,-1.35315498566,-1.26780873008
GP06_09,0.285714285714,0.428571428571,-1.69961653751,-1.74081958248
GP06_10,0.285714285714,0.47619047619,-1.88998230773,-1.90610280107
GP06_11,0.285714285714,0.52380952381,-1.90902992678,-1.85758065703
GP06_12,0.285714285714,0.571428571429,-1.75675939465,-1.88955075533
GP06_13,0.285714285714,0.619047619048,-1.4483930809,-1.5731841256
GP06_14,0.285714285714,0.666666666667,-1.01302315028,-1.04067265218
GP06_15,0.285714285714,0.714285714286,-0.49102659626,-0.478313649555
GP06_16,0.285714285714,0.761904761905,0.0695224320443,0.0420655899336
GP06_17,0.285714285714,0.809523809524,0.617124229002,0.738785591505
GP06_18,0.285714285714,0.857142857143,1.1014295073,1.25514351214
GP06_19,0.285714285714,0.904761904762,1.47771315308,1.47050502615
GP06_20,0.285714285714,0.952380952381,1.71084824858,1.74239141575
GP06_21,0.285714285714,1,1.77842725294,1.78087947866
GP07_00,0.333333333333,0,1.99871747424,1.98113752604
GP07_01,0.333333333333,0.047619047619,1.90271969757,2.16197760805
GP07_02,0.333333333333,0.0952380952381,1.65965896487,1.81458056245
GP07_03,0.333333333333,0.142857142857,1.28943982434,1.13298231066
GP07_04,0.333333333333,0.190476190476,0.823265406768,0.980449479709
GP07_05,0.333333333333,0.238095238095,0.300864890375,0.181407773874
GP07_06,0.333333333333,0.285714285714,-0.233036610979,-0.184755613416
GP07_07,0.333333333333,0.333333333333,-0.732692070451,-0.779341702046
GP07_08,0.333333333333,0.380952380952,-1.15539737231,-1.02565435998
GP07_09,0.333333333333,0.428571428571,-1.46528576001,-1.68112575961
GP07_10,0.333333333333,0.47619047619,-1.63651475492,-1.47698476593
GP07_11,0.333333333333,0.52380952381,-1.65556237397,-1.71695796967
GP07_12,0.333333333333,0.571428571429,-1.52242861715,-1.50605847293
GP07_13,0.333333333333,0.619047619048,-1.25063546755,-1.13964985235
GP07_14,0.333333333333,0.666666666667,-0.866025403784,-0.931542028242
GP07_15,0.333333333333,0.714285714286,-0.404465182408,-0.406690145473
GP07_16,0.333333333333,0.761904761905,0.0913410808508,-0.0651615501219
GP07_17,0.333333333333,0.809523809524,0.575646359149,0.452407069725
GP07_18,0.333333333333,0.857142857143,1.00372553863,1.12687875245
GP07_19,0.333333333333,0.904761904762,1.33584944106,1.33142915902
GP07_20,0.333333333333,0.952380952381,1.54081493567,1.53139168735
GP07_21,0.333333333333,1,1.59871747424,1.6107557934
GP08_00,0.380952380952,0,1.6651073803,1.57430522365
GP08_01,0.380952380952,0.047619047619,1.58562342862,1.60199334037
GP08_02,0.380952380952,0.0952380952381,1.39063684502,1.16971177261
GP08_03,0.380952380952,0.142857142857,1.09578057862,0.974079193193
GP08_04,0.380952380952,0.190476190476,0.725561438098,0.711104544349
GP08_05,0.380952380952,0.238095238095,0.311182554221,0.25439161201
GP08_06,0.380952380952,0.285714285714,-0.112229155245,-0.0191449103652
GP08_07,0.380952380952,0.333333333333,-0.508744166342,-0.26048078749
GP08_08,0.380952380952,0.380952380952,-0.8448228448,-0.980501524047
GP08_09,0.380952380952,0.428571428571,-1.09229558972,-1.12913091727
GP08_10,0.380952380952,0.47619047619,-1.23086582625,-1.08484065274
GP08_11,0.380952380952,0.52380952381,-1.24991344529,-1.10981089137
GP08_12,0.380952380952,0.571428571429,-1.14943844686,-1.23470453897
GP08_13,0.380952380952,0.619047619048,-0.940060940038,-0.935712465574
GP08_14,0.380952380952,0.666666666667,-0.642077499676,-0.694763728211
GP08_15,0.380952380952,0.714285714286,-0.283657726673,-0.0675468968893
GP08_16,0.380952380952,0.761904761905,0.101658744697,0.0993540338389
GP08_17,0.380952380952,0.809523809524,0.477942390479,0.584775497125
GP08_18,0.380952380952,0.857142857143,0.81006629291,0.769908243117
GP08_19,0.380952380952,0.904761904762,1.06682732122,1.16293064246
GP08_20,0.380952380952,0.952380952381,1.22371866671,1.1625848754
GP08_21,0.380952380952,1,1.2651073803,1.3977146924
GP09_00,0.428571428571,0,1.21062462109,1.19646690011
GP09_01,0.428571428571,0.047619047619,1.15302452776,1.14104400874
GP09_02,0.428571428571,0.0952380952381,1.02174504237,0.967240997745
GP09_03,0.428571428571,0.142857142857,0.826758458779,0.767582607487
GP09_04,0.428571428571,0.190476190476,0.583697726077,0.707423018043
GP09_05,0.428571428571,0.238095238095,0.312467392479,0.166295342356
GP09_06,0.428571428571,0.285714285714,0.0354749988576,0.0943340217695
GP09_07,0.428571428571,0.333333333333,-0.224359929594,-0.22258023913
GP09_08,0.428571428571,0.380952380952,-0.445642383757,-0.459609404266
GP09_09,0.428571428571,0.428571428571,-0.610402911039,-0.486782322665
GP09_10,0.428571428571,0.47619047619,-0.705694280094,-0.758963107938
GP09_11,0.428571428571,0.52380952381,-0.724741899141,-0.744060037427
GP09_12,0.428571428571,0.571428571429,-0.667545768182,-0.92814695984
GP09_13,0.428571428571,0.619047619048,-0.540880478995,-0.58054478303
GP09_14,0.428571428571,0.666666666667,-0.357693262927,-0.271610728657
GP09_15,0.428571428571,0.714285714286,-0.135953572571,-0.00665164133901
GP09_16,0.428571428571,0.761904761905,0.102943582955,0.252726163827
GP09_17,0.428571428571,0.809523809524,0.336078678458,0.439328155481
GP09_18,0.428571428571,0.857142857143,0.541044173064,0.152279932685
GP09_19,0.428571428571,0.904761904762,0.697935518561,0.894865815198
GP09_20,0.428571428571,0.952380952381,0.791119765852,0.890053689207
GP09_21,0.428571428571,1,0.810624621092,0.577885021766
GP10_00,0.47619047619,0,0.679036913305,0.673228346164
GP10_01,0.47619047619,0.047619047619,0.646746234846,0.604256606025
GP10_02,0.47619047619,0.0952380952381,0.589146141511,0.715113727461
GP10_03,0.47619047619,0.142857142857,0.509662189823,0.498685879976
GP10_04,0.47619047619,0.190476190476,0.413664413159,0.515070291046
GP10_05,0.47619047619,0.238095238095,0.307990170714,0.744596059521
GP10_06,0.47619047619,0.285714285714,0.20033661813,0.0807306606226
GP10_07,0.47619047619,0.333333333333,0.0985767814429,-0.0245296613247
GP10_08,0.47619047619,0.380952380952,0.010060004167,0.183875385856
GP10_09,0.47619047619,0.428571428571,-0.0590410741289,0.0238203603943
GP10_10,0.47619047619,0.47619047619,-0.104278983935,-0.207992654254
GP10_11,0.47619047619,0.52380952381,-0.123326602982,-0.168877710762
GP10_12,0.47619047619,0.571428571429,-0.116183931272,0.0874654094411
GP10_13,0.47619047619,0.619047619048,-0.0851780910711,-0.220833618322
GP10_14,0.47619047619,0.666666666667,-0.0347565518905,0.0777996775954
GP10_15,0.47619047619,0.714285714286,0.0289080467011,-0.0817463817375
GP10_16,0.47619047619,0.761904761905,0.0984663611898,0.225193904079
GP10_17,0.47619047619,0.809523809524,0.16604536554,0.244400545129
GP10_18,0.47619047619,0.857142857143,0.223947904109,0.419954992962
GP10_19,0.47619047619,0.904761904762,0.265336617701,0.36854563277
GP10_20,0.47619047619,0.952380952381,0.284841472941,0.564958515808
GP10_21,0.47619047619,1,0.279036913305,0.325547022682
GP11_00,0.52380952381,0,0.120963086695,0.013623911067
GP11_01,0.52380952381,0.047619047619,0.115158527059,0.0174387909188
GP11_02,0.52380952381,0.0952380952381,0.134663382299,0.145451951034
GP11_03,0.52380952381,0.142857142857,0.176052095891,0.0417886287528
GP11_04,0.52380952381,0.190476190476,0.23395463446,0.283200497414
GP11_05,0.52380952381,0.238095238095,0.30153363881,0.120067752436
GP11_06,0.52380952381,0.285714285714,0.371091953299,0.45703620593
GP11_07,0.52380952381,0.333333333333,0.43475655189,0.476646153799
GP11_08,0.52380952381,0.380952380952,0.485178091071,0.475853994192
GP11_09,0.52380952381,0.428571428571,0.516183931272,0.57719862134
GP11_10,0.52380952381,0.47619047619,0.523326602982,0.471893235136
GP11_11,0.52380952381,0.52380952381,0.504278983935,0.703253830653
GP11_12,0.52380952381,0.571428571429,0.459041074129,0.425663500913
GP11_13,0.52380952381,0.619047619048,0.389939995833,0.289943991521
GP11_14,0.52380952381,0.666666666667,0.301423218557,0.128834115179
GP11_15,0.52380952381,0.714285714286,0.19966338187,0.463625564964
GP11_16,0.52380952381,0.761904761905,0.0920098292864,0.185094311854
GP11_17,0.52380952381,0.809523809524,-0.0136644131593,-0.044688743127
GP11_18,0.52380952381,0.857142857143,-0.109662189823,-0.214483531649
GP11_19,0.52380952381,0.904761904762,-0.189146141511,0.00113383217108
GP11_20,0.52380952381,0.952380952381,-0.246746234846,-0.303690450411
GP11_21,0.52380952381,1,-0.279036913305,-0.309386035548
GP12_00,0.571428571429,0,-0.410624621092,-0.361394208284
GP12_01,0.571428571429,0.047619047619,-0.391119765852,-0.588949904368
GP12_02,0.571428571429,0.0952380952381,-0.297935518561,-0.222549555992
GP12_03,0.571428571429,0.142857142857,-0.141044173064,-0.0896115596305
GP12_04,0.571428571429,0.190476190476,0.0639213215421,0.0445170050773
GP12_05,0.571428571429,0.238095238095,0.297056417045,0.280567351938
GP12_06,0.571428571429,0.285714285714,0.535953572571,0.466926083094
GP12_07,0.571428571429,0.333333333333,0.757693262927,0.815757732258
GP12_08,0.571428571429,0.380952380952,0.940880478995,1.00473532631
GP12_09,0.571428571429,0.428571428571,1.06754576818,1.06403938228
GP12_10,0.571428571429,0.47619047619,1.12474189914,1.00265664411
GP12_11,0.571428571429,0.52380952381,1.10569428009,1.07554791332
GP12_12,0.571428571429,0.571428571429,1.01040291104,0.861291071799
GP12_13,0.571428571429,0.619047619048,0.845642383757,0.807285299043
GP12_14,0.571428571429,0.666666666667,0.624359929594,0.759696694493
GP12_15,0.571428571429,0.714285714286,0.364525001142,0.0135195374561
GP12_16,0.571428571429,0.761904761905,0.0875326075212,0.0185805107772
GP12_17,0.571428571429,0.809523809524,-0.183697726077,-0.151668310723
GP12_18,0.571428571429,0.857142857143,-0.426758458779,-0.322526141546
GP12_19,0.571428571429,0.904761904762,-0.62174504237,-0.761342672314
GP12_20,0.571428571429,0.952380952381,-0.753024527757,-0.695128434852
GP12_21,0.571428571429,1,-0.810624621092,-0.894520807881
GP13_00,0.619047619048,0,-0.865107380304,-0.514914973682
GP13_01,0.619047619048,0.047619047619,-0.823718666712,-0.901873885399
GP13_02,0.619047619048,0.0952380952381,-0.666827321215,-0.705634132263
GP13_03,0.619047619048,0.142857142857,-0.41006629291,-0.558357795348
GP13_04,0.619047619048,0.190476190476,-0.077942390479,0.0961118539915
GP13_05,0.619047619048,0.238095238095,0.298341255303,0.407213196489
GP13_06,0.619047619048,0.285714285714,0.683657726673,0.689328721372
GP13_07,0.619047619048,0.333333333333,1.04207749968,1.07650424389
GP13_08,0.619047619048,0.380952380952,1.34006094004,1.48559310591
GP13_09,0.619047619048,0.428571428571,1.54943844686,1.61075694729
GP13_10,0.619047619048,0.47619047619,1.64991344529,1.57419757782
GP13_11,0.619047619048,0.52380952381,1.63086582625,1.68315753659
GP13_12,0.619047619048,0.571428571429,1.49229558972,1.58605090967
GP13_13,0.619047619048,0.619047619048,1.2448228448,1.22253395511
GP13_14,0.619047619048,0.666666666667,0.908744166342,0.881249879502
GP13_15,0.619047619048,0.714285714286,0.512229155245,0.586951286991
GP13_16,0.619047619048,0.761904761905,0.0888174457791,-0.0634237656339
GP13_17,0.619047619048,0.809523809524,-0.325561438098,-0.553926319989
GP13_18,0.619047619048,0.857142857143,-0.695780578624,-0.850322412592
GP13_19,0.619047619048,0.904761904762,-0.990636845025,-0.966077059735
GP13_20,0.619047619048,0.952380952381,-1.18562342862,-1.3553749218
GP13_21,0.619047619048,1,-1.2651073803,-1.19040587711
GP14_00,0.666666666667,0,-1.19871747424,-1.22339933053
GP14_01,0.666666666667,0.047619047619,-1.14081493567,-1.05331242353
GP14_02,0.666666666667,0.0952380952381,-0.935849441061,-0.898027102086
GP14_03,0.666666666667,0.142857142857,-0.60372553863,-0.572411799155
GP14_04,0.666666666667,0.190476190476,-0.175646359149,-0.179501079901
GP14_05,0.666666666667,0.238095238095,0.308658919149,0.309786342178
GP14_06,0.666666666667,0.285714285714,0.804465182408,0.710220990894
GP14_07,0.666666666667,0.333333333333,1.26602540378,1.30582358368
GP14_08,0.666666666667,0.380952380952,1.65063546755,1.67092504651
GP14_09,0.666666666667,0.428571428571,1.92242861715,1.79440889303
GP14_10,0.666666666667,0.47619047619,2.05556237397,2.28516152286
GP14_11,0.666666666667,0.52380952381,2.03651475492,2.05201045684
GP14_12,0.666666666667,0.571428571429,1.86528576001,1.62797636981
GP14_13,0.666666666667,0.619047619048,1.55539737231,1.53228839457
GP14_14,0.666666666667,0.666666666667,1.13269207045,0.865263813442
GP14_15,0.666666666667,0.714285714286,0.633036610979,0.623397532964
GP14_16,0.666666666667,0.761904761905,0.0991351096254,0.182795246912
GP14_17,0.666666666667,0.809523809524,-0.423265406768,-0.477464613787
GP14_18,0.666666666667,0.857142857143,-0.889439824344,-0.910378816648
GP14_19,0.666666666667,0.904761904762,-1.25965896487,-1.18270245471
GP14_20,0.666666666667,0.952380952381,-1.50271969757,-1.4524347166
GP14_21,0.666666666667,1,-1.59871747424,-1.68373517799
GP15_00,0.714285714286,0,-1.37842725294,-1.29379140425
GP15_01,0.714285714286,0.047619047619,-1.31084824858,-1.36033626287
GP15_02,0.714285714286,0.0952380952381,-1.07771315308,-1.22559436268
GP15_03,0.714285714286,0.142857142857,-0.7014295073,-0.703642679626
GP15_04,0.714285714286,0.190476190476,-0.217124229002,-0.42183530402
GP15_05,0.714285714286,0.238095238095,0.330477567956,0.414549135753
GP15_06,0.714285714286,0.285714285714,0.89102659626,0.9655064358
GP15_07,0.714285714286,0.333333333333,1.41302315028,1.37923130711
GP15_08,0.714285714286,0.380952380952,1.8483930809,1.73993624684
GP15_09,0.714285714286,0.428571428571,2.15675939465,2.17768116936
GP15_10,0.714285714286,0.47619047619,2.30902992678,2.2542833907
GP15_11,0.714285714286,0.52380952381,2.28998230773,2.06387075349
GP15_12,0.714285714286,0.571428571429,2.09961653751,1.95918860966
GP15_13,0.714285714286,0.619047619048,1.75315498566,1.5098499789
GP15_14,0.714285714286,0.666666666667,1.27968981694,1.12238960601
GP15_15,0.714285714286,0.714285714286,0.719598024832,0.851890667646
GP15_16,0.714285714286,0.761904761905,0.120953758432,0.170154491151
GP15_17,0.714285714286,0.809523809524,-0.464743276621,-0.570199514382
GP15_18,0.714285714286,0.857142857143,-0.987143793014,-1.04414163682
GP15_19,0.714285714286,0.904761904762,-1.40152267689,-1.41438834492
GP15_20,0.714285714286,0.952380952381,-1.67275301049,-1.82417874582
GP15_21,0.714285714286,1,-1.77842725294,-1.73376674237
GP16_00,0.761904761905,0,-1.38488378484,-1.46478987372
GP16_01,0.761904761905,0.047619047619,-1.31532547035,-1.28062106353
GP16_02,0.761904761905,0.0952380952381,-1.07642831482,-0.852404442276
GP16_03,0.761904761905,0.142857142857,-0.691111843454,-0.798018325536
GP16_04,0.761904761905,0.190476190476,-0.195305580195,0.0142375442277
GP16_05,0.761904761905,0.238095238095,0.36524344811,0.363922564607
GP16_06,0.761904761905,0.285714285714,0.939035535825,0.882748570214
GP16_07,0.761904761905,0.333333333333,1.47339427337,1.64019976127
GP16_08,0.761904761905,0.380952380952,1.91914707738,1.97136563738
GP16_09,0.761904761905,0.428571428571,2.23499439052,2.25402440691
GP16_10,0.761904761905,0.47619047619,2.39117932841,2.17496963049
GP16_11,0.761904761905,0.52380952381,2.37213170936,2.47202732216
GP16_12,0.761904761905,0.571428571429,2.17785153338,2.18938872311
GP16_13,0.761904761905,0.619047619048,1.82390898214,1.8060515752
GP16_14,0.761904761905,0.666666666667,1.34006094004,1.33252460736
GP16_15,0.761904761905,0.714285714286,0.767606964397,0.760235339436
GP16_16,0.761904761905,0.761904761905,0.155719638586,0.376078029672
GP16_17,0.761904761905,0.809523809524,-0.442924627814,-0.518304372651
GP16_18,0.761904761905,0.857142857143,-0.976826129168,-1.03548248794
GP16_19,0.761904761905,0.904761904762,-1.40023783863,-1.53853949207
GP16_20,0.761904761905,0.952380952381,-1.67723023225,-1.44790965056
GP16_21,0.761904761905,1,-1.78488378484,-1.63824065677
GP17_00,0.809523809524,0,-1.21412844967,-1.36022105987
GP17_01,0.809523809524,0.047619047619,-1.15046385108,-1.2557054393
GP17_02,0.809523809524,0.0952380952381,-0.928724160722,-0.917463462711
GP17_03,0.809523809524,0.142857142857,-0.570304387719,-0.745575218045
GP17_04,0.809523809524,0.190476190476,-0.108744166342,-0.0644049859527
GP17_05,0.809523809524,0.238095238095,0.413252387674,0.398674065235
GP17_06,0.809523809524,0.285714285714,0.947611125221,0.711698439394
GP17_07,0.809523809524,0.333333333333,1.44515946293,1.45417870436
GP17_08,0.809523809524,0.380952380952,1.859995583,1.57641166183
GP17_09,0.809523809524,0.428571428571,2.15356701114,2.14458526629
GP17_10,0.809523809524,0.47619047619,2.29809617311,2.4121608173
GP17_11,0.809523809524,0.52380952381,2.27904855406,2.15176801562
GP17_12,0.809523809524,0.571428571429,2.096424154,2.24997431296
GP17_13,0.809523809524,0.619047619048,1.76475748776,1.72691868652
GP17_14,0.809523809524,0.666666666667,1.3118261296,1.34781234973
GP17_15,0.809523809524,0.714285714286,0.776182553792,0.77370299893
GP17_16,0.809523809524,0.761904761905,0.20372857815,0.297795433763
GP17_17,0.809523809524,0.809523809524,-0.356363213961,-0.523635596918
GP17_18,0.809523809524,0.857142857143,-0.856018673433,-0.943996123756
GP17_19,0.809523809524,0.904761904762,-1.25253368453,-1.29922885685
GP17_20,0.809523809524,0.952380952381,-1.51236861298,-1.324003869
GP17_21,0.809523809524,1,-1.61412844967,-1.69702869437
GP18_00,0.857142857143,0,-0.877948679222,-0.774106444407
GP18_01,0.857142857143,0.047619047619,-0.827527140041,-0.856791829704
GP18_02,0.857142857143,0.0952380952381,-0.644339923973,-0.573198308606
GP18_03,0.857142857143,0.142857142857,-0.34635648361,-0.229304311426
GP18_04,0.857142857143,0.190476190476,0.0382535801503,0.00893341433704
GP18_05,0.857142857143,0.238095238095,0.473623510769,0.499666502889
GP18_06,0.857142857143,0.285714285714,0.919376314779,0.723429950996
GP18_07,0.857142857143,0.333333333333,1.33421243485,1.28240157937
GP18_08,0.857142857143,0.380952380952,1.67957939669,1.87984025619
