obs_id,x1,x2,event,true_probability
BC271,1.073595887,0.896232043,0,0.5159870089
BC272,-2.179043577,-1.563137302,0,0.1756013136
BC273,-0.7212154779,-1.236668008,1,0.4491754869
BC274,-0.1555349053,-1.015644139,1,0.56006526
BC275,-1.187159009,1.20210232,0,0.06491511812
BC276,0.3685201022,-0.8185692937,0,0.659311502
BC277,0.7107120875,-0.4295713357,0,0.6738038956
BC278,-0.3705001943,1.244258121,0,0.1414915275
BC279,1.283374888,0.2008643342,1,0.7007812578
BC280,1.126692142,-0.3535413624,1,0.7543955368
BC281,0.7915450959,0.3382275295,0,0.5498631006
BC282,-0.7175484575,-0.08840954637,1,0.2462755784
BC283,-1.571229447,-0.7767190149,0,0.1813872071
BC284,-0.8692176878,-0.5361628987,0,0.2834912628
BC285,-0.4029341521,1.194540397,0,0.141989907
BC286,-1.311121149,0.5918715505,0,0.08982851984
BC287,-0.7045210367,0.06049687334,1,0.2273438247
BC288,-1.454200866,-0.1653684522,0,0.1338514078
BC289,-0.5737947549,1.32292368,0,0.1101202712
BC290,-0.1141554012,0.6775690098,0,0.255854787
BC291,-1.446556224,-0.9729697545,1,0.2291996305
BC292,-1.185359189,-0.1967024089,0,0.1755875487
BC293,-1.619119658,0.03924134523,0,0.09864028227
BC294,1.443544138,0.3598571155,1,0.7109521453
BC295,1.142507282,0.04979530214,0,0.6935825265
BC296,-0.5931865067,-1.252783011,1,0.4874329601
BC297,0.1192650284,-0.6359610227,0,0.559703878
BC298,0.1117496683,1.340268759,0,0.2059864115
BC299,-0.3801836514,-0.03659565764,0,0.312399434
BC300,-0.2771990133,0.169597998,0,0.3014089979
BC301,-0.1829483073,0.6689734057,1,0.2429779169
BC302,-1.062836893,-1.591036009,0,0.4264642389
BC303,0.8939465418,-0.002219511769,1,0.6422439314
BC304,-0.674702243,-0.1936143098,0,0.2714494616
BC305,0.2818101463,0.295999867,0,0.4190173097
BC306,-0.5591669303,-1.795877434,1,0.6038704357
BC307,-0.454165266,-0.5444434807,0,0.3860309415
BC308,0.6889737206,1.01487375,0,0.3884035229
BC309,0.9371273279,0.730033935,0,0.5117010914
BC310,-0.457413249,1.367810416,0,0.11947587
BC311,1.201365605,-0.2206009746,1,0.7498819796
BC312,1.63606934,-0.8469995139,1,0.8886748166
BC313,0.7556407378,-0.9357165022,1,0.7649078876
BC314,-0.09669032411,0.9096902873,0,0.2254626122
BC315,1.495473209,-0.8403095335,1,0.8718334879
BC316,-1.115248774,-0.5222420629,1,0.2298815778
BC317,1.284392562,-0.631431256,1,0.8202403643
BC318,0.2658907796,0.3257476094,0,0.4089958017
BC319,-0.6442498906,1.36956161,0,0.09936284898
BC320,0.6793193212,0.3192308018,0,0.5229505144
BC321,0.619800479,0.3882043735,0,0.4928047538
BC322,0.6037536569,0.9283559432,1,0.382593226
BC323,-0.8165408239,-1.136140827,1,0.4038900977
BC324,-2.246560003,-0.11416459,0,0.05842091792
BC325,0.2273598058,0.6809922935,1,0.3329887852
BC326,0.5021973204,-0.7022269912,1,0.6713282423
BC327,1.081136064,-2.360192914,1,0.9356800655
BC328,-0.7613182785,-0.9575466638,1,0.3842819132
BC329,-2.172811865,-0.877419064,1,0.1102531597
BC330,-1.409752559,-1.047954461,0,0.2474303826
BC331,-1.028657543,-0.1592001839,0,0.1971563134
BC332,-0.8574370103,0.4457966524,0,0.1544890325
BC333,0.05089880932,-0.01406143998,1,0.4175686998
BC334,1.761215683,0.2609518016,1,0.7906049595
BC335,0.1631735477,0.8484513791,0,0.2892004944
BC336,1.962903718,-0.1030200056,1,0.8631390191
BC337,-0.8389834329,2.447726086,0,0.03622659666
BC338,-1.848862138,-1.280511076,0,0.196338257
BC339,-0.4948828374,-1.293561106,0,0.5226040229
BC340,-0.9037957672,-0.1081234245,0,0.212875892
BC341,-0.4018212696,-1.785723312,0,0.6425789645
BC342,0.5106932953,0.4057117798,1,0.459387966
BC343,0.6895868465,0.01054165894,0,0.5866447878
BC344,-0.6460960628,0.6567878791,0,0.1629915274
BC345,-0.191889847,-2.069379203,1,0.7397028196
BC346,0.06323209637,-0.7950225615,1,0.5758044013
BC347,-0.1002838777,-2.253378434,1,0.7845515282
BC348,-2.205464607,-1.428003417,0,0.1566182569
BC349,-0.06765249591,-0.894815398,1,0.5600671469
BC350,-3.068322344,1.414094915,0,0.007344510435
BC351,0.5375587307,0.8127631844,0,0.3872477694
BC352,-0.629825055,1.180292637,0,0.1153683113
BC353,2.378516159,-1.655500873,1,0.9718257608
BC354,1.359332652,-0.8629413667,1,0.8563893141
BC355,-0.7403434041,0.08402083765,0,0.2172789412
BC356,0.4696043613,0.7252466803,0,0.3861244374
BC357,1.451801245,-1.071157615,1,0.8863418509
BC358,-1.415155674,-0.03770798073,0,0.1271379446
BC359,-0.8450832319,0.7869596167,1,0.123558065
BC360,0.4019642429,0.01388867769,1,0.5077618077
BC361,-0.2865100082,-1.378948999,0,0.5958007116
BC362,-0.3826465465,-2.293076216,1,0.7337142704
BC363,1.790988497,-1.414073258,1,0.9371060188
BC364,-0.8104812963,0.4153339328,0,0.1646819418
BC365,-0.3898116845,-1.161927422,0,0.5251659876
BC366,-0.01586025889,-2.135149671,0,0.7842611562
BC367,-0.5673013923,0.3956645981,1,0.2074174541
BC368,0.5765449802,-1.824210236,1,0.8446927668
BC369,0.4652442842,-0.2716433885,0,0.5815363429
BC370,0.2198330658,-1.043596507,1,0.6630003391
BC371,0.5268947636,1.613040288,0,0.2477128308
BC372,2.297479284,-1.329209312,1,0.9604787996
BC373,1.086080395,-0.6929692996,1,0.7939765409
BC374,-1.270107609,0.5118726493,0,0.09915789767
BC375,1.477352413,-0.7988351446,1,0.8657806019
BC376,1.057881889,-0.9990185262,1,0.8267669275
BC377,-1.52376113,0.566107945,1,0.07384839959
BC378,-0.3470028029,1.447098495,0,0.1257157793
BC379,-0.7970182272,-0.9214326935,0,0.3682867107
BC380,-0.2014316918,-0.212764703,0,0.3890367261
BC381,-0.3508595714,-1.420104798,1,0.5866511184
BC382,-0.9360520004,1.834342311,0,0.05229556792
BC383,0.2358426542,-1.629402068,1,0.7618680732
BC384,-1.05246655,-1.987997079,0,0.5081703873
BC385,0.3367882803,1.655950477,0,0.2051693605
BC386,0.8906760743,1.320201893,0,0.3830983579
BC387,1.851269807,0.5005977442,1,0.7748527872
BC388,-0.4393824096,0.4479272304,0,0.2241467474
BC389,0.8264374147,1.32655798,0,0.3653622056
BC390,-1.17421622,-0.5536877177,0,0.2229273925
BC391,0.06568232141,0.543607019,0,0.3180744394
BC392,1.305332675,1.991568249,0,0.3641518891
BC393,-2.898479341,0.8038747453,0,0.01432349423
BC394,0.6222321835,0.2289375457,1,0.5253047037
BC395,2.769287587,0.2603495022,1,0.9196748007
BC396,0.1315462483,1.064709028,0,0.2484182161
BC397,-1.154122512,0.9339065576,0,0.08191107782
BC398,0.5821224872,-0.9047134386,0,0.7239430386
BC399,-1.906364254,0.1975019709,0,0.06568136669
BC400,-1.357728477,0.3307686112,1,0.1035752256
BC401,-1.352530937,0.816943427,0,0.07301051356
BC402,-0.5253790071,-0.9962314,1,0.4548900471
BC403,0.361486206,-1.602966429,1,0.7824511331
BC404,-0.5973000072,-1.109659221,1,0.4577751529
BC405,0.01203837361,0.8339821834,0,0.258468553
BC406,-0.1519748128,-0.9117404668,1,0.5404663183
BC407,-0.4942290828,-0.5266617174,0,0.3723092887
BC408,0.5506451158,0.5876595242,0,0.4342779797
BC409,0.5295741111,0.5645264357,0,0.4331306041
BC410,0.06782682261,2.020161389,0,0.1254810068
BC411,0.1799668925,0.6155785188,0,0.3330329449
BC412,-1.739232964,1.209483715,0,0.03623775035
BC413,0.5337723556,0.6043466012,0,0.4264554544
BC414,0.0383795224,1.632201894,0,0.1592868251
BC415,-2.330159699,0.6480847105,0,0.02983906766
BC416,0.6461317888,-1.331818414,1,0.7983799617
BC417,-1.633643955,-1.962095012,1,0.3481156672
BC418,-0.4482053216,-1.801201739,1,0.6336564873
BC419,-1.440888316,0.238386907,0,0.1019551799
BC420,-0.5720991433,-1.353705223,1,0.513410563
BC421,1.00565194,-0.8327075127,1,0.7977649135
BC422,-0.2677039683,-0.2071873895,0,0.3708144381
BC423,-1.451996653,-0.9885588881,0,0.230347654
BC424,0.1075415406,0.1181644636,0,0.4070350778
BC425,-1.526721158,0.403546614,0,0.08300276284
BC426,1.426852085,0.7587108213,1,0.6370466646
BC427,0.3851353016,-1.080140985,0,0.7084280336
BC428,0.1096962444,0.03535785427,1,0.4236956747
BC429,0.07728518916,-1.597914719,1,0.7237911264
BC430,-0.8671081703,1.88279637,0,0.05416382727
BC431,0.703382709,0.4889262185,1,0.4956451114
BC432,0.6401902182,1.721034264,1,0.2549054994
BC433,-0.3644817646,1.3982004,0,0.1279184196
BC434,-0.3580881442,0.7530330477,0,0.1984001811
BC435,0.8292780788,-0.3645005072,1,0.6907880947
BC436,-0.2099208622,0.7324520644,1,0.2284869306
BC437,-0.7751927745,-0.7812574679,0,0.3480308595
BC438,-0.5187718274,0.1485845716,0,0.251709304
BC439,2.309255639,1.01780036,1,0.7901684218
BC440,-0.5607692007,0.3728736359,0,0.2116271681
BC441,-0.342025899,0.1204812096,1,0.2947107872
BC442,-0.0005945554511,0.3015125043,0,0.344825298
BC443,1.318724058,-0.2109287985,1,0.7719472934
BC444,-0.9341387232,0.5574135797,0,0.1331391716
BC445,-0.1311130645,0.6758225634,0,0.2525831762
BC446,1.543455615,0.3411919896,1,0.735915774
BC447,0.98647478,-0.1787192158,1,0.6959525336
BC448,-1.064044706,-0.1827194373,0,0.1939924878
BC449,2.106045925,1.228346694,0,0.7178806583
BC450,-1.024898783,1.371106666,0,0.0675924324
BC451,0.4919076018,-0.01268680708,0,0.5377400346
BC452,0.5078069463,2.183908245,0,0.169589555
BC453,-0.3666368289,0.01490873611,0,0.3067776671
BC454,-1.469305088,1.656523118,0,0.03417612838
BC455,0.1001019189,-1.10844897,0,0.6449401801
BC456,-0.9908943487,-0.7781849598,1,0.2957881354
BC457,-0.5093689983,-0.297360855,1,0.3268609182
BC458,-0.08865636825,-0.1982631366,1,0.416073912
BC459,0.2606336304,-1.192396072,0,0.6985944844
BC460,0.1169074715,-0.09529572596,0,0.4513629817
BC461,0.295912435,-1.827929066,0,0.8002482955
BC462,0.3954951893,-0.6968431198,0,0.6439429591
BC463,-0.5887312075,0.04816361811,0,0.2523467395
BC464,-1.849463347,0.6608156134,0,0.04912277519
BC465,0.4388440678,-1.17541615,1,0.7355684928
BC466,0.3003309362,-0.5234081961,0,0.5863970312
BC467,-1.543787879,-0.4191860639,0,0.1464377794
BC468,0.1319611586,-0.1120217452,0,0.4587873817
BC469,0.2721542391,-1.228506436,1,0.7072726928
BC470,-0.512745483,-0.0420367529,1,0.2828454711
BC471,-1.607177154,-0.2986521459,1,0.1268642801
BC472,0.1389818664,-0.08133995089,0,0.4546132828
BC473,-0.1266519748,-0.9683540524,1,0.5585713759
BC474,-0.2291255821,-0.02262224546,0,0.3466176145
BC475,0.5304105935,0.3049175278,1,0.4848840154
BC476,0.4013894725,-0.9372148771,1,0.6881104666
BC477,1.041303097,0.4663843248,1,0.5920208893
BC478,-0.388355407,0.1850627381,1,0.2738370657
BC479,-0.3285571543,-1.112928709,1,0.5321879485
BC480,0.4796154092,0.4274213468,0,0.446614236
BC481,0.4369104277,-0.07609642908,1,0.5353107741
BC482,0.2825290065,-0.02308876067,1,0.4823206023
BC483,-0.6959085856,-1.275240685,1,0.4637370584
BC484,-0.2686575916,-1.966742064,0,0.7063807007
BC485,-0.3610399431,-0.5557041862,0,0.4127567753
BC486,-1.823404468,1.568810405,0,0.02506756874
BC487,0.1601602079,1.56863188,0,0.1856194315
BC488,-2.547303636,-0.9161636911,0,0.07805275594
BC489,-0.6318193806,0.08148491351,1,0.2386328992
BC490,0.2547937103,-0.03507125552,0,0.4770985566
BC491,1.03602371,-1.514449462,1,0.8755758674
BC492,-1.519148177,0.2379357879,0,0.09436965666
BC493,-0.3108908069,0.8128393199,0,0.1990485859
BC494,0.07220639078,-1.635586495,1,0.7286721873
BC495,2.586312496,-0.7381171426,1,0.9541496398
BC496,0.4443869436,-1.310351339,1,0.7571480313
BC497,-0.9477464168,-1.318240265,0,0.4042159881
BC498,0.7590765002,0.6866642811,0,0.4714442891
BC499,-1.202766731,-1.325347672,1,0.3401187067
BC500,0.7492622921,-1.298641418,1,0.8120066067
