obs_id,soil_moisture,leaf_temp_c,chlorophyll_index,fv_fm,stomatal_conductance,ndvi,stress_class
MM0202,0.234181480098,21.6533677067,61.0402264162,0.829473761589,0.693596891583,0.962412682042,low
MM0203,0.3093051785,25.8231485016,56.9417239545,0.823199003687,0.512421431901,0.835644206742,low
MM0204,0.301759686969,29.7855880781,41.8100132347,0.760829260329,0.294793941813,0.753912383601,moderate
MM0205,0.342111610539,27.2625440094,48.7146669973,0.824566088942,0.436028736166,0.787823171518,low
MM0206,0.315893324338,25.4720518178,50.8666467257,0.816048660294,0.551150250581,0.856940124545,low
MM0207,0.20608301768,25.6703552885,47.979663222,0.841710150327,0.429076686199,0.823499677726,low
MM0208,0.308293445662,28.2277331015,45.6344203166,0.803176645376,0.360754702478,0.761480700552,moderate
MM0209,0.370348022268,27.5367878354,46.4642354987,0.796290587256,0.351853301245,0.706661559412,moderate
MM0210,0.327759841481,23.3540006719,56.0532033333,0.829107737657,0.611881600064,0.886195885119,low
MM0211,0.351276035738,24.3274648044,52.2720545334,0.831564938203,0.620638225543,0.893548039209,low
MM0212,0.277030998756,25.5937806345,53.6372034503,0.801185629234,0.474809711573,0.851630801298,low
MM0213,0.136767718573,25.1607962,49.6157164545,0.829906411992,0.577530908067,0.865006114767,low
MM0214,0.354126335985,24.0056117586,58.6718292065,0.830037079283,0.550895211839,0.879516868716,low
MM0215,0.226969081516,28.4534261871,44.7122465843,0.797882288593,0.341532610357,0.755814755093,moderate
MM0216,0.362681404469,25.4647790062,54.2221960045,0.804116851084,0.644266075235,0.845493891636,low
MM0217,0.205815899077,25.9728869443,55.4854870575,0.819912035495,0.495568756634,0.807102972185,low
MM0218,0.266380372212,29.7178206861,36.0576409286,0.780769452202,0.273093883677,0.69483968084,high
MM0219,0.315127116319,29.1716222411,41.6802223348,0.781842366307,0.19850553246,0.721043495241,high
MM0220,0.348418505141,23.7521486276,49.6612154968,0.810533046933,0.5413927431,0.777526222358,low
MM0221,0.340793901548,25.9337437511,52.1238222661,0.82234076406,0.435037413544,0.853700101599,low
MM0222,0.210159184494,24.9258973323,54.5553351732,0.818253606425,0.500659625688,0.802887897127,low
MM0223,0.201514953659,24.8716458639,54.2808662457,0.820925296516,0.573831522826,0.866908266242,low
MM0224,0.178447823151,29.2846287344,41.6883065996,0.774244569764,0.263401900882,0.694421063702,high
MM0225,0.212292856186,27.0420894683,48.9137155885,0.825295519122,0.356639887955,0.811170371032,low
MM0226,0.264677668159,31.1915301299,44.8534555675,0.768706550852,0.314260405873,0.703590902874,high
MM0227,0.244419001426,27.6834188972,50.7688437631,0.829959716471,0.387021021903,0.788996382395,low
MM0228,0.342670861494,23.4931371566,53.7652236322,0.824033812379,0.592168303162,0.876301295481,low
MM0229,0.173592680148,27.1697200175,48.4056415562,0.816696825771,0.485860385367,0.813840548325,low
MM0230,0.329126563027,25.2661781473,56.1765812727,0.810434347293,0.523569451795,0.808961297273,low
MM0231,0.284587358133,25.2686237848,49.1521001097,0.824103429403,0.453667907659,0.82439349035,low
MM0232,0.183658347544,27.9556742591,44.9231245639,0.813700922597,0.342411621226,0.802511767295,moderate
MM0233,0.221989386491,25.4127303503,53.7378840467,0.830663204144,0.497326297376,0.840312697855,low
MM0234,0.26192472957,30.1820878256,38.4159393405,0.776024032381,0.245619551027,0.71023478519,high
MM0235,0.151609005767,28.8846745787,42.3053974287,0.783448246214,0.376054131706,0.772064205568,moderate
MM0236,0.327896908833,26.3165694966,50.2541660011,0.824655942164,0.40546119123,0.825049701128,low
MM0237,0.154231609221,30.6535370478,41.5535579604,0.744552629165,0.220845634936,0.736201544471,high
MM0238,0.208689484922,25.3564702599,55.0181212655,0.818530694295,0.57045433987,0.831261455684,low
MM0239,0.241489650419,28.2706957826,46.0468461476,0.809395184103,0.362895989012,0.749197299019,moderate
MM0240,0.324768068952,28.6235920308,40.0649742681,0.762080894166,0.2556581285,0.708969500518,high
MM0241,0.21273998392,27.5485244652,45.9272385147,0.816619039661,0.428275576623,0.785627368428,low
MM0242,0.127090409935,21.8105077831,61.7895457963,0.816222462765,0.751906771471,0.909669217729,low
MM0243,0.216191242564,27.8667047108,43.3558647819,0.805378806869,0.326965176229,0.737441580605,moderate
MM0244,0.127584857704,26.2377847196,50.6971740952,0.839400258561,0.491331689898,0.808586915981,low
MM0245,0.259397230144,25.6206069206,52.7170568452,0.820321276286,0.513443444033,0.766988438803,low
MM0246,0.278980744991,26.3853082941,50.1503083134,0.836804800445,0.475186231175,0.841354382877,low
MM0247,0.302783834038,25.7533625412,48.1829579062,0.81375301487,0.449574221925,0.793498452525,low
MM0248,0.192450183553,30.1754164713,38.3128195392,0.74908988575,0.30804080817,0.671607768678,high
MM0249,0.129015352523,28.7001685681,46.2065984379,0.807499397882,0.310175990197,0.743436482373,moderate
MM0250,0.148928300823,28.9076797734,41.3924664735,0.767678822545,0.315326734829,0.720080218984,high
MM0251,0.235844083964,25.5372383754,49.2017861977,0.824435686949,0.502701137175,0.839418916053,low
MM0252,0.331057973026,25.4697223906,50.0526020356,0.827867219045,0.492031786469,0.790974833723,low
MM0253,0.152202774926,27.3160256732,49.6662078892,0.830231146332,0.430055863464,0.78931404951,low
MM0254,0.337961317663,24.1568689213,56.654636629,0.832107767833,0.653623894595,0.915451349583,low
MM0255,0.158505238769,28.5693410391,46.5101022339,0.802467249408,0.318743200847,0.763371377868,moderate
MM0256,0.19776392978,24.3366118136,52.5457665458,0.820289602327,0.573800753693,0.849130787449,low
MM0257,0.125235177066,32.0315501373,36.1399201505,0.716263022382,0.0368122664871,0.615792369209,high
MM0258,0.288997973793,31.1292897066,38.3480822458,0.736195600547,0.121155917571,0.675067712593,high
MM0259,0.351826968977,25.3977148108,49.4853379264,0.826038799968,0.485657616116,0.855101916378,low
MM0260,0.261745061145,27.9815294752,49.4945301942,0.79743236931,0.382332306938,0.725490402413,moderate
