id,amplitude_truth,phase_truth,trend_truth,target,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
SEQ024,0.9158215447,2.241531937,-0.007606956998,-0.6605237267,0.6930619717,0.3310358222,-0.2145106768,-0.539925812,-0.9411331074,-0.9335833353,-0.8162783483,-0.3822345279,0.09336751591,0.4752245978,0.6791406208,0.7260711937,0.5196248715,0.1028804473,-0.2132311681,-0.8060452395,-0.9224596695,-1.034629837,-0.7962714635,-0.6041110196,-0.1812500546,0.4873987254,0.5504843718,0.6674764324
SEQ025,1.142833654,-3.038265589,0.01889949638,-0.9099444013,-0.1892156601,-0.579017567,-1.01571667,-1.114517625,-0.889524375,-0.3537953007,0.212915517,0.8156126893,1.143142964,1.348627014,1.108517494,0.6658162206,0.1450056063,-0.4314445495,-0.7901435976,-0.6932481886,-0.6144537455,-0.1041602941,0.3867934869,0.89936549,1.537763048,1.615164251,1.40912467,0.8228290143
SEQ026,0.976771325,-0.3946936111,0.02395249395,1.189101624,-0.2951720781,0.0730366824,0.8364780055,0.8307717423,1.085356887,0.9885787879,0.4587398486,0.06990253772,-0.3629566407,-0.8264192264,-0.6567577689,-0.6237400212,0.01047589982,0.4396888959,0.7653475907,1.209443757,1.238692604,1.154237747,0.7323226168,0.1668994612,-0.07711177356,-0.4330167452,-0.4219309195,-0.1977956992
SEQ027,0.7089263464,1.986166604,0.0423415703,0.2220266815,0.5477477642,0.5400481827,0.1682302901,-0.2299607488,-0.4303895379,-0.3535182252,-0.4675864472,-0.05260008732,0.2173003097,0.5259610483,0.9255653234,1.03878526,1.227219852,0.8868106633,0.8587108622,0.4130060233,0.03187511657,-0.06803056621,0.1100070423,0.4726469172,0.7985185377,1.142770332,1.35906014,1.735053665
SEQ028,1.304765596,0.7714797496,0.01430749244,1.10704998,0.7102129577,1.28088145,1.322377488,0.9701749323,0.2139560225,-0.2069676706,-0.818935151,-1.143113383,-1.307120756,-0.6887112989,-0.1624707532,0.4694765243,1.044712597,1.517006037,1.464364501,1.206094474,0.6565577099,-0.1564921887,-0.720933323,-0.9908104198,-0.9893577477,-0.6151241618,-0.2289699636,0.670467853
SEQ029,0.7626233721,-2.901335981,0.02857748673,-0.3977886477,-0.1470105932,-0.488348436,-0.5586205286,-0.6285953651,-0.3920170621,-0.1460754234,0.3815857534,0.6964084637,0.9019784243,0.9645295687,0.9372962497,0.6404480635,0.2351663374,-0.25860366,-0.4395925067,-0.3685323108,-0.03474777694,0.2257778146,0.7827882566,1.078310163,1.256992145,1.433013373,1.166951315,0.8371547551
SEQ030,1.001658804,-2.011998078,0.02555123514,-0.1211199755,-0.8821608783,-1.010427943,-0.8539391705,-0.4166534584,0.2692011109,0.6103282283,0.9352039135,1.205292145,1.080176149,0.7813033617,0.09194107263,-0.4122382065,-0.4848231365,-0.6321266276,-0.5734236554,-0.1054771428,0.4646928958,1.132784126,1.337146375,1.459672338,1.302228713,0.9776068983,0.5000639873,-0.009953764954
SEQ031,1.49674786,-1.697022064,0.009827002571,-0.07050277348,-1.435689494,-1.358321744,-0.8839838498,-0.2185091797,0.5850314448,1.370995036,1.525848455,1.443720052,1.101349917,0.2985773622,-0.4472436496,-1.018859478,-1.406728597,-1.254432861,-0.7454358288,-0.0005123576679,0.5793868509,1.343776202,1.697825532,1.687864889,1.123944057,0.2335248931,-0.4248506295,-1.024739115
SEQ032,1.219427768,0.187277905,0.01784741956,1.412274728,0.2701280994,0.7189965247,1.087140962,1.477151492,0.971169593,0.4445915267,-0.06753374907,-0.6290992925,-0.9712911772,-1.052398719,-0.8525376994,-0.0546323961,0.4210219064,0.9956579447,1.356534355,1.418020594,1.146225068,0.5321446395,0.1607666554,-0.5044015904,-0.879516488,-0.7966016888,-0.5736579671,-0.05273946365
SEQ033,1.321841491,0.7093500832,0.02672208665,1.323659002,0.9061233531,1.247676231,1.271354622,1.11554004,0.5902125982,0.07728312323,-0.6498652994,-1.0697404,-0.9174165653,-0.6373698512,-0.0857837088,0.5710663315,1.224960664,1.53197355,1.630283484,1.356767494,0.7592065894,0.215254785,-0.3007803866,-0.6765159905,-0.7710966181,-0.4435299302,0.2019839311,0.8569916151
SEQ034,1.209898594,0.6556493736,0.03005146702,1.319646373,0.6607926288,1.205020758,1.205188826,0.9984557306,0.6083910858,0.01168411523,-0.5856393842,-0.803385852,-0.9315349542,-0.7367905978,-0.2428661002,0.4944194048,1.051493347,1.447400175,1.53902247,1.37558148,0.9483540745,0.3142081819,-0.2738562785,-0.4937000346,-0.5976492241,-0.4156911049,0.2765474606,0.7911699477
SEQ035,0.7738209245,-0.7722794921,0.007359965663,0.6426245178,-0.418656455,-0.2418498025,0.1769841639,0.4298130641,0.78648998,0.8655832381,0.6056220405,0.4444093402,-0.2611703802,-0.5424841679,-0.6121492656,-0.7916703514,-0.4617104872,-0.09216725651,0.3637963609,0.6425635194,0.8462988285,0.7659431929,0.8545759003,0.2829042571,-0.02624367923,-0.3719518503,-0.6225334654,-0.5745977154
SEQ036,1.166614035,-2.235462762,0.01761374213,-0.5081986765,-0.8783433695,-1.145287978,-0.9726284587,-0.6972490451,-0.137755518,0.5043795669,1.077752175,1.227210398,1.312557985,0.8862340007,0.3400292963,-0.2887074841,-0.7710352768,-0.7965324291,-0.8143569284,-0.335319591,0.1519376329,0.5822692867,1.274890248,1.377558937,1.346454624,0.9987198125,0.6424899291,-0.06517044618
SEQ037,1.454139479,-0.5440707559,0.027498243,1.574153245,-0.6687682546,-0.03308738689,0.7065167818,1.216243426,1.579073153,1.315641903,0.8628593475,0.4241402524,-0.3475472221,-0.9656243318,-1.154138144,-0.9503407629,-0.3528559329,0.291706328,0.8767378521,1.645548904,1.919801504,1.79572581,1.252833186,0.5004908154,-0.1656598846,-0.6864517339,-0.8085917136,-0.547261293
SEQ038,1.438702363,0.237419488,0.01911865223,1.627767905,0.3603202042,0.9022306659,1.304406871,1.517366854,1.120024882,0.4674621673,-0.2462164795,-0.9313148746,-1.061080564,-1.241761319,-0.9855103008,-0.09044866969,0.5530809684,1.223944973,1.798658513,1.79217649,1.351700489,0.8014930721,-0.1200730309,-0.6838111375,-0.8969914271,-1.011796678,-0.5062094048,0.09569037869
SEQ039,1.176875129,-3.06498612,0.03949814255,-0.6994458254,-0.1858949161,-0.6340187281,-0.9782034569,-0.9146324682,-0.8615593837,-0.3220449959,0.279584096,0.8968134418,1.489252228,1.548907854,1.381977918,0.9804126017,0.360999042,-0.08130357761,-0.5569203927,-0.5313889481,-0.4034448105,0.1326370843,0.7732667759,1.331428564,1.869846043,2.086405772,1.889719581,1.439625727
SEQ040,1.037664415,-2.270117806,0.01827986266,-0.4485847562,-0.8447571916,-0.8349245724,-0.9682967179,-0.507848541,-0.07251634515,0.3663859822,0.8143311952,1.092705627,1.21579099,0.679265794,0.3986673642,-0.03374943755,-0.5954425645,-0.669076162,-0.5243350219,-0.5685370767,0.05992626834,0.5648262357,1.074798823,1.414941451,1.343998616,0.8981081949,0.6021728004,-0.03709999599
SEQ041,0.7535984907,-2.923396748,0.007345247886,-0.6475873701,-0.1505063098,-0.5118476969,-0.5494504336,-0.687856868,-0.4401396474,-0.1933980874,0.2203513602,0.5383104809,0.8502874894,0.7892980154,0.4882982796,0.2940840659,-0.085925097,-0.4436583121,-0.5281820254,-0.6226464766,-0.4277865852,-0.1378916403,0.3159191236,0.6191334754,0.9676005733,0.7783773312,0.7381116085,0.3747975706
SEQ042,0.9288953874,-0.08370606215,0.02806305078,1.262399649,-0.1256235542,0.4097023114,0.845047112,1.0770225,0.8599098346,0.6656127706,0.2056735231,-0.1619439553,-0.5291919191,-0.5258347925,-0.522140745,0.001113345753,0.268421173,0.7513356324,0.9277468441,1.386897993,1.300614601,0.9975046475,0.4656183252,0.1615563176,-0.1694765248,-0.3858635014,-0.2618284031,0.03315345684
SEQ043,1.165296477,-2.414384784,0.005521245287,-0.804260542,-0.8423188645,-1.063292362,-0.9869758918,-0.8130532031,-0.3766328659,0.3457124022,0.932556524,1.04836556,1.241716124,0.9242050947,0.4441429914,-0.1943642355,-0.722365813,-1.036941701,-1.116037736,-0.6840503179,-0.2892485783,0.3295361319,0.7375016921,1.167416787,1.373678427,1.061549015,0.5119228431,-0.09326413369
SEQ044,0.8336468816,-0.7533042686,0.01254812004,0.7586666203,-0.5978424225,-0.1565742346,0.2241675156,0.6606829199,0.8512403404,0.8883718608,0.68969324,0.2997691986,-0.1636416989,-0.4272616711,-0.7811636654,-0.7685992603,-0.5566614838,-0.01656608813,0.3101050772,0.759724859,0.9978988157,0.873821437,0.7862432038,0.5501900163,0.08891763047,-0.3592232955,-0.6337034912,-0.4542503985
SEQ045,0.7822022078,-0.3320374647,0.01679869835,0.941062824,-0.3179707803,0.07938331416,0.4630937596,0.8464726931,0.7255067543,0.7979400687,0.2826082006,-0.07213164506,-0.3930920059,-0.6173959637,-0.5872488148,-0.5400651353,-0.0002253000093,0.4904673026,0.7242873429,0.8599941175,0.9638803865,0.8239733688,0.4480859681,0.1623551366,-0.0548544372,-0.4288387911,-0.5002398176,-0.3411018012
SEQ046,0.9094350595,0.04784782057,0.02503005329,1.208754861,0.1078083901,0.5707109749,0.9526907666,0.9925706486,0.827981985,0.5025010361,0.02417894196,-0.2849207325,-0.4713444353,-0.644688441,-0.6430770871,-0.3100814592,0.1910439757,0.8417690523,1.052435208,1.216265638,1.254223332,0.7630599073,0.2976464818,0.143512865,-0.5040852819,-0.2556061338,-0.2268821134,0.117908643
SEQ047,0.8249968383,0.8156111281,0.03065511366,0.9333336105,0.4512678536,0.7477979104,1.006929395,0.6505138781,0.1810236219,-0.1198658456,-0.4307353324,-0.6841671708,-0.6833116026,-0.2570726294,0.03102950584,0.5100734528,1.036002558,1.200541458,1.27387903,0.9536734908,0.6717420877,0.2387006565,-0.16262101,-0.03373783697,-0.0938581194,0.2024361063,0.5418279794,1.034937871
SEQ048,0.9140024009,-1.895369266,0.02032860619,-0.04753579555,-0.8106551507,-1.048387462,-0.6462950417,-0.2364376531,0.2486809844,0.6525928166,1.064836486,1.062875502,0.7114274279,0.389931542,0.1083521084,-0.4299342037,-0.700020509,-0.7152863164,-0.2595160686,-0.02986368574,0.6176498183,1.080687371,1.266184228,1.373845899,1.100806024,0.6741306965,0.2398290188,-0.08290090728
SEQ049,1.025436906,1.906908124,0.005841337063,-0.268112488,1.034069281,0.5978008255,0.2865655316,-0.3495888957,-0.8455288774,-1.158774475,-0.8529657441,-0.6114889421,-0.1845268439,0.3224251158,0.9211807078,1.153587656,0.991926802,0.8176894778,0.2935350828,-0.2750408383,-0.6620176477,-0.9361106713,-0.7626379577,-0.5371887268,-0.07156085437,0.4811174233,0.9171475623,1.297149556
SEQ050,0.9472360602,2.666801423,0.0142216987,-0.6718001717,0.3362478935,-0.05381075597,-0.5949342436,-0.7919819652,-0.9343587931,-0.6484091987,-0.4485775357,0.1908517465,0.7441290308,1.033387456,1.110099075,0.9503592918,0.702095217,0.1346022026,-0.2597228473,-0.7054818873,-0.7023132254,-0.6088218405,-0.2530904906,0.2210644766,0.844063087,1.092501737,1.113312428,1.068536273
SEQ051,0.7553890171,-2.399861456,0.02815791554,-0.219053432,-0.5564633263,-0.6222661353,-0.7296139515,-0.4636058801,-0.02954447102,0.1396078509,0.6321864354,0.9428565431,1.119096039,0.9357150049,0.5012481263,0.1165699718,-0.1978890909,-0.2292588036,-0.1940487621,-0.1883861105,0.1790554857,0.717130184,0.911346678,1.264751997,1.324087925,1.209663155,0.8330839223,0.4158022749
SEQ052,0.8418450215,1.244963254,0.01605095242,0.462084452,0.91720735,0.8505724356,0.8231959079,0.3444406155,-0.1851003169,-0.3944820571,-0.7146845932,-0.5916983031,-0.631896247,-0.1016067422,0.395450134,0.6317921451,1.154509788,1.043286457,0.941280424,0.5270332261,0.1455785333,-0.3684089745,-0.5434848741,-0.5954118356,-0.2049251128,0.06016402796,0.4701805377,0.872123989
SEQ053,1.346001141,-0.1081029031,-0.0006751695674,1.330041918,-0.001931870966,0.4784838938,0.9032015133,1.37477699,1.220577675,0.824024536,0.09968806866,-0.5483194272,-1.125270445,-1.389986101,-1.268719468,-0.8659969651,-0.3079217185,0.5710657917,0.9705987102,1.261249578,1.304709695,0.815271854,0.1022792662,-0.5630521423,-1.145603093,-1.341631756,-1.188491635,-0.8747236385
SEQ054,0.8227521883,-0.728144147,0.01021440125,0.7366838768,-0.4515156339,-0.1689617629,0.1610432601,0.7469669529,0.8895334461,0.7511578197,0.7309493486,0.3120713667,-0.3216428307,-0.5115521846,-0.7546285291,-0.6288160508,-0.4093346762,-0.0116124076,0.2766245994,0.8286406848,0.9154067156,1.033482252,0.6969324655,0.3981626019,-0.04975860581,-0.4359379087,-0.5389543806,-0.560547543
SEQ055,0.8785602504,0.6735628547,0.03580497335,1.116346073,0.6783962203,0.7874019272,0.8872448597,0.8925810088,0.5797133748,0.1052469387,-0.210068407,-0.6319359892,-0.5233896482,-0.1828345787,0.04267895647,0.5380977605,0.8578786893,1.392189362,1.415031764,1.229478573,0.862197864,0.3803243221,0.1198011592,-0.09267581707,-0.1412857856,0.06189493611,0.4238595027,1.006082979
SEQ056,1.265375748,-0.6307757381,0.008762046076,1.127024353,-0.7377975637,-0.09691268003,0.5877119279,1.022253754,1.284002055,1.158214819,0.7413866999,0.1805075723,-0.4373124153,-1.061113183,-1.239796677,-1.242656752,-0.5419855996,-0.08320626301,0.6032384941,1.03539525,1.387304395,1.348985528,0.9606968716,0.4617501186,-0.359833089,-0.9040714413,-1.14342594,-0.9693377013
SEQ057,0.9171064143,0.446228846,0.02010017334,1.068506367,0.4713124259,0.7524964689,0.9455346131,0.8453252434,0.6077606569,0.2730705757,-0.126257638,-0.506268273,-0.8126428113,-0.5459695438,-0.3126191668,0.09743955208,0.5428780371,1.165220924,1.138641032,1.029160997,0.891971459,0.2788186118,-0.05954179201,-0.4045162181,-0.4902109413,-0.4532537489,-0.003641823605,0.3762179754
SEQ058,1.167150841,0.2789662025,0.02285387586,1.396276024,0.3364488202,0.9990024725,1.21702891,1.215602412,0.9568551202,0.3500233372,-0.05599905209,-0.7468804217,-0.9310413549,-1.018021328,-0.6184124692,0.136216219,0.6563903579,1.099098017,1.47446681,1.470287932,1.279746786,0.7901439795,0.1464202368,-0.5465927574,-0.6815233943,-0.5440306836,-0.2591350766,0.2783834486
SEQ059,1.488375739,1.158258988,0.00241172809,0.6256827952,1.366485401,1.50241614,1.299848356,0.6462476779,-0.1286796732,-0.8463312238,-1.360598825,-1.618727503,-1.165842962,-0.4401880204,0.09091059665,0.8803433364,1.453798804,1.642997224,1.294527518,0.6985074181,-0.05039281398,-0.8023060333,-1.231049225,-1.402449488,-0.9938443758,-0.5643662022,0.1951631524,0.8356815699
SEQ060,1.344675645,0.3577980375,0.01916901599,1.489545863,0.4735666769,1.102375338,1.330900575,1.242562904,0.8630383945,0.332744356,-0.3272674645,-0.9176465866,-1.068201459,-1.067850409,-0.6789900358,0.0202696888,0.7430772609,1.181568496,1.798231241,1.510173899,1.270469036,0.5734918264,-0.09897206586,-0.6418336928,-0.8700141739,-0.7697626907,-0.3800597847,0.1502165374
SEQ061,1.362409922,0.8031561314,0.02421885207,1.236737045,0.8744735959,1.385073546,1.392871771,0.9818964353,0.5498332727,-0.1757899144,-0.8423775317,-1.081057339,-1.124763725,-0.6201928032,-0.08081044699,0.7549149034,1.305987476,1.596259143,1.707693003,1.33562664,0.6953476436,0.04012533531,-0.5303140452,-0.901214262,-0.7594928227,-0.4892627201,0.1454940716,1.002904044
SEQ062,1.090228885,-0.7468992169,0.0009539108415,0.811455754,-0.7275688117,-0.2177570428,0.2837877382,0.6682700369,1.138476045,1.046199672,0.6968164734,0.2093405399,-0.2374779225,-0.7237731932,-1.131092916,-1.01116928,-0.7306337852,-0.1991085307,0.3455530359,0.7701348746,1.102638616,1.096557487,0.8225909874,0.1536031607,-0.3015796519,-0.7078853893,-1.058498505,-0.9889961987
SEQ063,1.423504675,2.992800971,0.01720171924,-1.201355634,0.1717772025,-0.5809384559,-0.9724514313,-1.296922323,-1.371951012,-0.8345390441,-0.129033428,0.7343847595,1.156796655,1.443029887,1.419387107,1.189106453,0.6221335515,-0.3917449209,-0.9126131381,-1.103248768,-1.096121787,-0.4337351709,0.01461082733,0.8160819895,1.58579222,1.809044458,1.675293338,1.295147051
SEQ064,1.128149851,-0.2580925369,0.02044491208,1.336122884,-0.309449008,0.1895899893,0.8314492943,1.274070994,1.054242116,0.7507638243,0.4012892497,-0.1001696811,-0.5800235978,-0.9150280891,-0.7740540692,-0.5283596422,0.1021365347,0.4955247955,1.131265765,1.124237342,1.427796635,1.086356435,0.7663686764,0.04388390403,-0.3692384464,-0.6506071009,-0.5443482424,-0.3356520715
SEQ065,1.446572116,1.766359717,0.02047097562,-0.03544505355,1.44258625,1.052371159,0.6078809922,-0.1677664792,-0.8452844239,-1.284556018,-1.296970295,-0.9146352279,-0.3244235324,0.5510035098,1.194058321,1.636226692,1.778959549,1.285816835,0.621623747,0.04883995176,-0.6362408306,-1.044014926,-1.061330092,-0.7088793824,0.07397621993,0.8191475781,1.409416867,1.745643744
SEQ066,0.9174989988,0.4066398574,0.009771974771,0.9599452651,0.4148244019,0.5042983567,0.8231716393,0.89297795,0.5508857638,0.2428912451,-0.2575110525,-0.664129015,-0.8157908745,-0.70017607,-0.4482132369,-0.03090287615,0.5085750459,0.7645261337,1.066804735,0.862218853,0.6893392832,0.2572852179,-0.06651606747,-0.5383430977,-0.6540178316,-0.5872488602,-0.3740036059,0.1689774281
SEQ067,0.7353092882,0.09588064767,0.0207598938,0.9810507169,0.08866147768,0.5543357752,0.5882588825,0.8584759665,0.7818010758,0.4164144233,0.06564410855,-0.336758699,-0.6136153925,-0.5423139769,-0.2436675334,-0.004965858773,0.368253274,0.640424588,0.9907749804,0.8131479324,0.9129406143,0.8561660092,0.3062969701,-0.07064925899,-0.2545580658,-0.4126720746,-0.2182240741,0.1052728964
